,symbol,date,high,low,open,volume,close
0,ILMN,2020-09-14 15:59:00,353.8900146484375,353.3800048828125,353.6300048828125,24865.0,353.6499938964844
1,ILMN,2020-09-14 15:58:00,353.8399963378906,353.3500061035156,353.7799987792969,14636.0,353.57000732421875
2,ILMN,2020-09-14 15:57:00,353.80999755859375,353.29998779296875,353.7099914550781,12451.0,353.6199951171875
3,ILMN,2020-09-14 15:56:00,353.92999267578125,353.3599853515625,353.75,9695.0,353.6000061035156
4,ILMN,2020-09-14 15:55:00,353.75,352.7099914550781,352.7099914550781,11270.0,353.7200012207031
5,ILMN,2020-09-14 15:54:00,354.19000244140625,352.30999755859375,353.8900146484375,27363.0,352.3999938964844
6,ILMN,2020-09-14 15:53:00,353.8599853515625,353.67498779296875,353.7099914550781,3788.0,353.7550048828125
7,ILMN,2020-09-14 15:52:00,353.739990234375,353.4849853515625,353.6099853515625,3179.0,353.57000732421875
8,ILMN,2020-09-14 15:51:00,354.05999755859375,353.760009765625,354.05999755859375,2817.0,353.7850036621094
9,ILMN,2020-09-14 15:50:00,354.3399963378906,353.1549987792969,354.2699890136719,14960.0,353.7749938964844
10,ILMN,2020-09-14 15:49:00,354.9800109863281,354.5950012207031,354.5950012207031,3489.0,354.95001220703125
11,ILMN,2020-09-14 15:48:00,354.8399963378906,354.489990234375,354.7099914550781,6477.0,354.54998779296875
12,ILMN,2020-09-14 15:47:00,354.7900085449219,354.54998779296875,354.635009765625,2515.0,354.75
13,ILMN,2020-09-14 15:46:00,354.6449890136719,354.3999938964844,354.5199890136719,3145.0,354.6449890136719
14,ILMN,2020-09-14 15:45:00,354.7300109863281,354.44000244140625,354.5199890136719,0.0,354.4949951171875
15,ILMN,2020-09-14 15:44:00,355.0899963378906,354.6600036621094,354.9949951171875,3011.0,354.6600036621094
16,ILMN,2020-09-14 15:43:00,355.0299987792969,354.760009765625,354.8500061035156,1170.0,355.0299987792969
17,ILMN,2020-09-14 15:42:00,354.9725036621094,354.75,354.9150085449219,2843.0,354.9725036621094
18,ILMN,2020-09-14 15:41:00,354.739990234375,354.67999267578125,354.67999267578125,529.0,354.739990234375
19,ILMN,2020-09-14 15:40:00,354.8399963378906,354.6000061035156,354.6199951171875,1666.0,354.68499755859375
20,ILMN,2020-09-14 15:39:00,355.19500732421875,354.6000061035156,355.04779052734375,4326.0,354.7300109863281
21,ILMN,2020-09-14 15:38:00,354.9501037597656,354.82000732421875,354.8500061035156,1547.0,354.9501037597656
22,ILMN,2020-09-14 15:37:00,354.82000732421875,354.67999267578125,354.7900085449219,1999.0,354.82000732421875
23,ILMN,2020-09-14 15:36:00,354.8599853515625,354.6700134277344,354.7850036621094,891.0,354.6700134277344
24,ILMN,2020-09-14 15:35:00,354.80999755859375,354.45001220703125,354.5,1299.0,354.80999755859375
