symbol,date,adjclose,close,high,low,open,volume,10ma,20ma,50ma,200ma,grad10,tr0,tr1,tr2,tr,atr,mf0,mf1,mf,vsum,cmf,csl,usl
fb,2018-08-22,173.63999938964844,173.63999938964844,174.24000549316406,172.1300048828125,172.2100067138672,16894100,,,,,,2.1100006103515625,,,2.1100006103515625,,1.5099945068359375,0.600006103515625,7285986.084133034,,,,
fb,2018-08-23,172.89999389648438,172.89999389648438,175.5500030517578,172.8300018310547,173.08999633789062,18053600,,,,,,2.720001220703125,1.910003662109375,0.80999755859375,2.720001220703125,,0.0699920654296875,2.6500091552734375,-17124476.334301967,,,,
fb,2018-08-24,174.64999389648438,174.64999389648438,174.82000732421875,172.9199981689453,173.6999969482422,14631600,,,,,,1.9000091552734375,1.920013427734375,0.0200042724609375,1.920013427734375,,1.7299957275390625,0.170013427734375,12013119.491804464,,,,
fb,2018-08-27,177.4600067138672,177.4600067138672,178.6699981689453,175.7899932861328,175.99000549316406,17921900,,,,,,2.8800048828125,4.0200042724609375,1.1399993896484375,4.0200042724609375,,1.670013427734375,1.209991455078125,2862657.574280507,,,,
fb,2018-08-28,176.25999450683594,176.25999450683594,178.24000549316406,175.8300018310547,178.10000610351562,15910700,,,,,,2.410003662109375,0.779998779296875,1.6300048828125,2.410003662109375,,0.42999267578125,1.980010986328125,-10233128.15717162,,,,
fb,2018-08-29,175.89999389648438,175.89999389648438,176.7899932861328,174.75,176.3000030517578,18494100,,,,,,2.0399932861328125,0.529998779296875,1.5099945068359375,2.0399932861328125,,1.149993896484375,0.8899993896484375,2357049.1342104673,,,,
fb,2018-08-30,177.63999938964844,177.63999938964844,179.7899932861328,175.6999969482422,175.89999389648438,24216500,,,,,,4.089996337890625,3.8899993896484375,0.1999969482421875,4.089996337890625,,1.94000244140625,2.149993896484375,-1243340.4951462832,,,,
fb,2018-08-31,175.72999572753906,175.72999572753906,177.6199951171875,174.97999572753906,177.14999389648438,18065200,,,,,,2.6399993896484375,0.0200042724609375,2.660003662109375,2.660003662109375,,0.75,1.8899993896484375,-7800879.445134815,,,,
fb,2018-09-04,171.16000366210938,171.16000366210938,173.88999938964844,168.8000030517578,173.5,29809000,,,,,,5.089996337890625,1.839996337890625,6.92999267578125,6.92999267578125,,2.3600006103515625,2.7299957275390625,-2166835.4387879297,,,,
fb,2018-09-05,167.17999267578125,167.17999267578125,171.1300048828125,166.6699981689453,169.49000549316406,31226700,174.2519973754883,,,,,4.4600067138671875,0.029998779296875,4.4900054931640625,4.4900054931640625,,0.5099945068359375,3.95001220703125,-24085255.384189047,,,,
fb,2018-09-06,162.52999877929688,162.52999877929688,166.97999572753906,160.0,166.97999572753906,41514800,173.14099731445313,,,,,6.9799957275390625,0.1999969482421875,7.17999267578125,7.17999267578125,,2.529998779296875,4.4499969482421875,-11419539.938921085,,,,
fb,2018-09-07,163.0399932861328,163.0399932861328,164.6300048828125,160.16000366210938,160.30999755859375,24300600,172.15499725341797,,,,-1.0485000610351562,4.470001220703125,2.100006103515625,2.3699951171875,4.470001220703125,,2.8799896240234375,1.5900115966796875,7012803.465485107,,,,
fb,2018-09-10,164.17999267578125,164.17999267578125,165.00999450683594,162.16000366210938,163.50999450683594,20197700,171.10799713134764,,,,-1.016500091552743,2.8499908447265625,1.970001220703125,0.8799896240234375,2.8499908447265625,,2.019989013671875,0.8300018310546875,8433361.869502133,,,,
fb,2018-09-11,165.94000244140625,165.94000244140625,167.19000244140625,163.72000122070312,163.94000244140625,20457100,169.95599670410155,,,,-1.0995002746582117,3.470001220703125,3.010009765625,0.459991455078125,3.470001220703125,3.6685714721679688,2.220001220703125,1.25,5718560.516248186,,,162.27143096923828,162.27143096923828
fb,2018-09-12,162.0,162.0,164.49000549316406,161.8000030517578,163.25,24078100,168.52999725341797,,,,-1.2889999389648352,2.69000244140625,1.4499969482421875,4.1399993896484375,4.1399993896484375,3.8135713849748885,0.1999969482421875,2.4900054931640625,-20497771.264719896,,,158.1864286150251,158.1864286150251
