symbol,date,high,low,close,volume,open,dividends
ANTO.L,2020-09-09 13:05:33,1082.0,1082.0,1082.0,0.0,1082.0,0.0
ANTO.L,2020-09-09 13:04:00,1083.0,1082.0,1082.5,14602.0,1082.5,0.0
ANTO.L,2020-09-09 13:00:00,1082.0,1081.0,1082.0,5421.0,1081.0,0.0
ANTO.L,2020-09-09 12:59:00,1081.0,1081.0,1081.0,899.0,1081.0,0.0
ANTO.L,2020-09-09 12:57:00,1081.0,1081.0,1081.0,344.0,1081.0,0.0
ANTO.L,2020-09-09 12:56:00,1081.5,1081.0,1081.0,3150.0,1081.5,0.0
ANTO.L,2020-09-09 12:55:00,1082.0,1082.0,1082.0,3300.0,1082.0,0.0
ANTO.L,2020-09-09 12:53:00,1082.0,1081.5,1082.0,1641.0,1081.5,0.0
ANTO.L,2020-09-09 12:52:00,1082.0,1082.0,1082.0,1600.0,1082.0,0.0
ANTO.L,2020-09-09 12:51:00,1081.5,1081.0,1081.0,1249.0,1081.5,0.0
ANTO.L,2020-09-09 12:50:00,1081.0,1080.0,1080.5,2125.0,1080.0,0.0
ANTO.L,2020-09-09 12:49:00,1080.0,1079.5,1080.0,1426.0,1079.5,0.0
ANTO.L,2020-09-09 12:48:00,1080.5,1080.0,1080.0,3177.0,1080.5,0.0
ANTO.L,2020-09-09 12:46:00,1081.5,1080.5,1081.0,17432.0,1080.5,0.0
ANTO.L,2020-09-09 12:45:00,1080.5,1079.5,1080.0,43753.0,1080.0,0.0
ANTO.L,2020-09-09 12:44:00,1080.0,1080.0,1080.0,16433.0,1080.0,0.0
ANTO.L,2020-09-09 12:43:00,1080.5,1080.0,1080.5,12181.0,1080.0,0.0
ANTO.L,2020-09-09 12:41:00,1079.0,1079.0,1079.0,369.0,1079.0,0.0
ANTO.L,2020-09-09 12:40:00,1079.5,1079.0,1079.0,1172.0,1079.5,0.0
ANTO.L,2020-09-09 12:34:00,1079.5,1079.5,1079.5,754.0,1079.5,0.0
ANTO.L,2020-09-09 12:33:00,1080.0,1079.5,1079.5,1514.0,1080.0,0.0
ANTO.L,2020-09-09 12:32:00,1080.0,1080.0,1080.0,200.0,1080.0,0.0
ANTO.L,2020-09-09 12:31:00,1079.0,1079.0,1079.0,351.0,1079.0,0.0
ANTO.L,2020-09-09 12:30:00,1079.5,1079.5,1079.5,942.0,1079.5,0.0
ANTO.L,2020-09-09 12:29:00,1080.0,1079.5,1080.0,14628.0,1080.0,0.0
ANTO.L,2020-09-09 12:27:00,1079.0,1079.0,1079.0,630.0,1079.0,0.0
ANTO.L,2020-09-09 12:26:00,1079.0,1079.0,1079.0,410.0,1079.0,0.0
ANTO.L,2020-09-09 12:24:00,1078.5,1078.5,1078.5,1.0,1078.5,0.0
ANTO.L,2020-09-09 12:23:00,1078.0,1078.0,1078.0,891.0,1078.0,0.0
ANTO.L,2020-09-09 12:22:00,1078.0,1077.5,1077.5,723.0,1078.0,0.0
ANTO.L,2020-09-09 12:21:00,1078.0,1078.0,1078.0,384.0,1078.0,0.0
ANTO.L,2020-09-09 12:19:00,1078.0,1078.0,1078.0,1442.0,1078.0,0.0
ANTO.L,2020-09-09 12:18:00,1078.5,1078.5,1078.5,283.0,1078.5,0.0
ANTO.L,2020-09-09 12:16:00,1076.0,1076.0,1076.0,155.0,1076.0,0.0
ANTO.L,2020-09-09 12:15:00,1076.0,1076.0,1076.0,100.0,1076.0,0.0
ANTO.L,2020-09-09 12:14:00,1076.0,1075.5,1075.5,882.0,1076.0,0.0
ANTO.L,2020-09-09 12:13:00,1077.0,1075.5,1075.5,4726.0,1076.5,0.0
ANTO.L,2020-09-09 12:12:00,1076.0,1076.0,1076.0,46.0,1076.0,0.0
ANTO.L,2020-09-09 12:11:00,1076.5,1075.5,1076.5,466.0,1075.5,0.0
ANTO.L,2020-09-09 12:09:00,1075.0,1075.0,1075.0,180.0,1075.0,0.0
ANTO.L,2020-09-09 12:08:00,1075.5,1075.5,1075.5,449.0,1075.5,0.0
ANTO.L,2020-09-09 12:07:00,1075.0,1074.5,1075.0,1561.0,1074.5,0.0
ANTO.L,2020-09-09 12:05:00,1075.5,1075.0,1075.5,844.0,1075.0,0.0
ANTO.L,2020-09-09 12:04:00,1076.0,1075.5,1075.5,736.0,1076.0,0.0
ANTO.L,2020-09-09 12:03:00,1078.0,1076.5,1076.5,854.0,1078.0,0.0
ANTO.L,2020-09-09 12:02:00,1078.5,1078.0,1078.0,464.0,1078.5,0.0
ANTO.L,2020-09-09 11:59:00,1079.0,1079.0,1079.0,300.0,1079.0,0.0
ANTO.L,2020-09-09 11:57:00,1079.0,1078.5,1078.5,1175.0,1079.0,0.0
ANTO.L,2020-09-09 11:56:00,1079.0,1079.0,1079.0,306.0,1079.0,0.0
