symbol,date,high,volume,close,open,low,splits
AAPL,2020-09-08 15:59:00,113.04000091552734,2910815.0,112.91999816894531,112.88999938964844,112.68000030517578,0.0
AAPL,2020-09-08 15:58:00,112.93000030517578,1449702.0,112.88999938964844,112.86000061035156,112.80000305175781,0.0
AAPL,2020-09-08 15:57:00,113.0999984741211,1584644.0,112.87000274658203,113.0199966430664,112.86000061035156,0.0
AAPL,2020-09-08 15:56:00,113.2699966430664,1339459.0,113.0199966430664,113.2699966430664,113.0,0.0
AAPL,2020-09-08 15:55:00,113.3499984741211,1001227.0,113.26000213623047,113.1500015258789,113.0999984741211,0.0
AAPL,2020-09-08 15:54:00,113.43000030517578,1101674.0,113.13999938964844,113.30000305175781,113.0999984741211,0.0
AAPL,2020-09-08 15:53:00,113.55000305175781,672382.0,113.30000305175781,113.54000091552734,113.20999908447266,0.0
AAPL,2020-09-08 15:52:00,113.58000183105469,861404.0,113.54000091552734,113.17310333251953,113.16999816894531,0.0
AAPL,2020-09-08 15:51:00,113.33000183105469,764684.0,113.18000030517578,113.29000091552734,113.12000274658203,0.0
AAPL,2020-09-08 15:50:00,113.44999694824219,903666.0,113.30000305175781,113.4000015258789,113.1500015258789,0.0
AAPL,2020-09-08 15:49:00,113.48999786376953,732221.0,113.4000015258789,113.29000091552734,113.26000213623047,0.0
AAPL,2020-09-08 15:48:00,113.37000274658203,910839.0,113.29100036621094,113.23500061035156,113.12000274658203,0.0
AAPL,2020-09-08 15:47:00,113.41010284423828,974729.0,113.2300033569336,113.39579772949219,113.1500015258789,0.0
AAPL,2020-09-08 15:46:00,113.63999938964844,856242.0,113.41000366210938,113.57640075683594,113.37000274658203,0.0
AAPL,2020-09-08 15:45:00,113.72360229492188,1000420.0,113.57099914550781,113.66999816894531,113.45999908447266,0.0
AAPL,2020-09-08 15:44:00,113.875,656871.0,113.69000244140625,113.86000061035156,113.62999725341797,0.0
AAPL,2020-09-08 15:43:00,113.94000244140625,488149.0,113.86000061035156,113.83000183105469,113.7699966430664,0.0
AAPL,2020-09-08 15:42:00,114.0,412475.0,113.83609771728516,113.94999694824219,113.79000091552734,0.0
AAPL,2020-09-08 15:41:00,113.98999786376953,561803.0,113.95999908447266,113.76499938964844,113.75,0.0
AAPL,2020-09-08 15:40:00,113.94999694824219,532651.0,113.76499938964844,113.80999755859375,113.75,0.0
AAPL,2020-09-08 15:39:00,113.98500061035156,448898.0,113.80999755859375,113.87799835205078,113.7699966430664,0.0
AAPL,2020-09-08 15:38:00,114.05599975585938,440580.0,113.88999938964844,114.0199966430664,113.8499984741211,0.0
AAPL,2020-09-08 15:37:00,114.12000274658203,420193.0,114.02999877929688,114.12000274658203,113.94000244140625,0.0
AAPL,2020-09-08 15:36:00,114.12000274658203,480809.0,114.10009765625,113.9000015258789,113.8499984741211,0.0
