symbol,date,volume,close,open,high,low,dividends
QCOM,2020-09-08 15:59:00,202059.0,109.83000183105469,109.86000061035156,109.87000274658203,109.69999694824219,0.0
QCOM,2020-09-08 15:58:00,85423.0,109.87000274658203,109.802001953125,109.88999938964844,109.802001953125,0.0
QCOM,2020-09-08 15:57:00,90581.0,109.802001953125,109.77999877929688,109.83000183105469,109.76000213623047,0.0
QCOM,2020-09-08 15:56:00,80413.0,109.79000091552734,109.70149993896484,109.822998046875,109.6449966430664,0.0
QCOM,2020-09-08 15:55:00,75025.0,109.72000122070312,109.76499938964844,109.83999633789062,109.62000274658203,0.0
QCOM,2020-09-08 15:54:00,53585.0,109.79000091552734,109.76000213623047,109.98999786376953,109.73999786376953,0.0
QCOM,2020-09-08 15:53:00,50654.0,109.77999877929688,109.79000091552734,109.83999633789062,109.66000366210938,0.0
QCOM,2020-09-08 15:52:00,53619.0,109.7699966430664,109.7300033569336,109.86000061035156,109.6449966430664,0.0
QCOM,2020-09-08 15:51:00,51064.0,109.72779846191406,109.87999725341797,109.87999725341797,109.72000122070312,0.0
QCOM,2020-09-08 15:50:00,62555.0,109.88999938964844,109.79000091552734,109.91999816894531,109.62999725341797,0.0
QCOM,2020-09-08 15:49:00,119720.0,109.80000305175781,109.87000274658203,109.88999938964844,109.7699966430664,0.0
QCOM,2020-09-08 15:48:00,53136.0,109.87999725341797,109.83000183105469,110.02999877929688,109.81999969482422,0.0
QCOM,2020-09-08 15:47:00,91731.0,109.83999633789062,109.97000122070312,110.05999755859375,109.83000183105469,0.0
QCOM,2020-09-08 15:46:00,59448.0,109.94000244140625,110.12000274658203,110.16000366210938,109.94000244140625,0.0
QCOM,2020-09-08 15:45:00,61141.0,110.11000061035156,110.33409881591797,110.36000061035156,110.0999984741211,0.0
QCOM,2020-09-08 15:44:00,30580.0,110.3499984741211,110.60700225830078,110.60700225830078,110.33999633789062,0.0
QCOM,2020-09-08 15:43:00,57658.0,110.5999984741211,110.70500183105469,110.72000122070312,110.56500244140625,0.0
QCOM,2020-09-08 15:42:00,36540.0,110.70500183105469,110.69999694824219,110.73999786376953,110.63999938964844,0.0
QCOM,2020-09-08 15:41:00,31477.0,110.69000244140625,110.62670135498047,110.7300033569336,110.58999633789062,0.0
QCOM,2020-09-08 15:40:00,36192.0,110.61000061035156,110.7699966430664,110.77999877929688,110.5999984741211,0.0
QCOM,2020-09-08 15:39:00,26093.0,110.74500274658203,110.81999969482422,110.87000274658203,110.7300033569336,0.0
QCOM,2020-09-08 15:38:00,29469.0,110.81999969482422,110.93000030517578,110.93499755859375,110.80000305175781,0.0
QCOM,2020-09-08 15:37:00,24975.0,110.94000244140625,110.96420288085938,110.98999786376953,110.8499984741211,0.0
QCOM,2020-09-08 15:36:00,17992.0,110.94999694824219,110.73999786376953,110.94999694824219,110.70999908447266,0.0
QCOM,2020-09-08 15:35:00,25045.0,110.73999786376953,110.5,110.76000213623047,110.5,0.0
QCOM,2020-09-08 15:34:00,24846.0,110.5,110.72000122070312,110.7699966430664,110.44999694824219,0.0
QCOM,2020-09-08 15:33:00,14675.0,110.69999694824219,110.76000213623047,110.7969970703125,110.69000244140625,0.0
QCOM,2020-09-08 15:32:00,23919.0,110.7699966430664,110.78500366210938,110.87000274658203,110.75,0.0
QCOM,2020-09-08 15:31:00,28366.0,110.77999877929688,110.8499984741211,110.90249633789062,110.73999786376953,0.0
QCOM,2020-09-08 15:30:00,27326.0,110.83000183105469,110.70999908447266,110.87000274658203,110.55000305175781,0.0
QCOM,2020-09-08 15:29:00,22737.0,110.69000244140625,110.6500015258789,110.69000244140625,110.51000213623047,0.0
QCOM,2020-09-08 15:28:00,17033.0,110.6500015258789,110.4800033569336,110.66999816894531,110.4800033569336,0.0
QCOM,2020-09-08 15:27:00,21379.0,110.5,110.35700225830078,110.51000213623047,110.35700225830078,0.0
QCOM,2020-09-08 15:26:00,15782.0,110.33999633789062,110.30000305175781,110.33999633789062,110.2699966430664,0.0
QCOM,2020-09-08 15:25:00,23631.0,110.27999877929688,110.3499984741211,110.48999786376953,110.26000213623047,0.0
QCOM,2020-09-08 15:24:00,33509.0,110.29000091552734,110.30999755859375,110.33000183105469,110.19000244140625,0.0
QCOM,2020-09-08 15:23:00,15844.0,110.30999755859375,110.31500244140625,110.36009979248047,110.30000305175781,0.0
QCOM,2020-09-08 15:22:00,15234.0,110.33000183105469,110.33000183105469,110.41000366210938,110.26010131835938,0.0
QCOM,2020-09-08 15:21:00,14895.0,110.31999969482422,110.0886001586914,110.36000061035156,110.05999755859375,0.0
QCOM,2020-09-08 15:20:00,21009.0,110.13500213623047,110.0999984741211,110.2040023803711,110.01000213623047,0.0
QCOM,2020-09-08 15:19:00,29428.0,110.12000274658203,110.125,110.22000122070312,110.08999633789062,0.0
QCOM,2020-09-08 15:18:00,20075.0,110.03500366210938,110.08000183105469,110.08000183105469,109.88500213623047,0.0
QCOM,2020-09-08 15:17:00,24141.0,110.0801010131836,110.05719757080078,110.2699966430664,110.04900360107422,0.0
QCOM,2020-09-08 15:16:00,18322.0,110.06500244140625,109.91000366210938,110.06999969482422,109.80729675292969,0.0
QCOM,2020-09-08 15:15:00,15496.0,109.94000244140625,110.05999755859375,110.05999755859375,109.90859985351562,0.0
QCOM,2020-09-08 15:14:00,12782.0,110.08000183105469,110.11000061035156,110.17500305175781,109.9800033569336,0.0
QCOM,2020-09-08 15:13:00,36203.0,110.09259796142578,110.20999908447266,110.20999908447266,110.0,0.0
QCOM,2020-09-08 15:12:00,19877.0,110.21749877929688,110.2300033569336,110.2300033569336,110.0,0.0
QCOM,2020-09-08 15:11:00,23191.0,110.25,110.22000122070312,110.26000213623047,110.06999969482422,0.0
QCOM,2020-09-08 15:10:00,36931.0,110.19999694824219,109.94000244140625,110.19999694824219,109.93000030517578,0.0
QCOM,2020-09-08 15:09:00,11673.0,109.94000244140625,109.91000366210938,109.94000244140625,109.80000305175781,0.0
QCOM,2020-09-08 15:08:00,15423.0,109.9000015258789,109.83000183105469,109.9000015258789,109.75,0.0
QCOM,2020-09-08 15:07:00,15033.0,109.83000183105469,109.85600280761719,109.91000366210938,109.75759887695312,0.0
QCOM,2020-09-08 15:06:00,12053.0,109.84529876708984,109.98999786376953,109.98999786376953,109.80000305175781,0.0
QCOM,2020-09-08 15:05:00,26097.0,110.02999877929688,109.91000366210938,110.0999984741211,109.90499877929688,0.0
QCOM,2020-09-08 15:04:00,34740.0,109.875,110.07499694824219,110.08499908447266,109.81999969482422,0.0
QCOM,2020-09-08 15:03:00,13179.0,110.07499694824219,110.0468978881836,110.18099975585938,110.03500366210938,0.0
