symbol,date,low,high,close,volume,open,dividends
0006.HK,2020-09-09 15:59:00,42.04999923706055,42.29999923706055,42.25,18583.0,42.04999923706055,0.0
0006.HK,2020-09-09 15:58:00,42.04999923706055,42.150001525878906,42.04999923706055,8000.0,42.150001525878906,0.0
0006.HK,2020-09-09 15:57:00,42.04999923706055,42.20000076293945,42.099998474121094,30000.0,42.099998474121094,0.0
0006.HK,2020-09-09 15:56:00,42.04999923706055,42.099998474121094,42.04999923706055,11000.0,42.099998474121094,0.0
0006.HK,2020-09-09 15:55:00,42.04999923706055,42.099998474121094,42.099998474121094,6000.0,42.099998474121094,0.0
0006.HK,2020-09-09 15:53:00,42.04999923706055,42.04999923706055,42.04999923706055,500.0,42.04999923706055,0.0
0006.HK,2020-09-09 15:52:00,42.0,42.150001525878906,42.04999923706055,32500.0,42.099998474121094,0.0
0006.HK,2020-09-09 15:51:00,42.04999923706055,42.099998474121094,42.04999923706055,2500.0,42.099998474121094,0.0
0006.HK,2020-09-09 15:50:00,42.04999923706055,42.04999923706055,42.04999923706055,1500.0,42.04999923706055,0.0
0006.HK,2020-09-09 15:49:00,42.0,42.150001525878906,42.04999923706055,15500.0,42.150001525878906,0.0
0006.HK,2020-09-09 15:48:00,42.04999923706055,42.099998474121094,42.04999923706055,3000.0,42.099998474121094,0.0
0006.HK,2020-09-09 15:46:00,42.0,42.150001525878906,42.04999923706055,21500.0,42.150001525878906,0.0
0006.HK,2020-09-09 15:45:00,42.150001525878906,42.150001525878906,42.150001525878906,1000.0,42.150001525878906,0.0
0006.HK,2020-09-09 15:44:00,42.099998474121094,42.099998474121094,42.099998474121094,4500.0,42.099998474121094,0.0
0006.HK,2020-09-09 15:43:00,42.04999923706055,42.099998474121094,42.04999923706055,3000.0,42.099998474121094,0.0
0006.HK,2020-09-09 15:42:00,42.04999923706055,42.099998474121094,42.04999923706055,2500.0,42.099998474121094,0.0
