symbol,date,close,high,low,volume,open
NTES,2020-09-08 15:59:00,458.07000732421875,458.07000732421875,457.3299865722656,13588.0,457.489990234375
NTES,2020-09-08 15:58:00,457.489990234375,457.8599853515625,456.489990234375,12045.0,456.489990234375
NTES,2020-09-08 15:57:00,456.79998779296875,457.32000732421875,456.7699890136719,7330.0,457.2749938964844
NTES,2020-09-08 15:56:00,457.239990234375,457.6400146484375,456.8999938964844,7897.0,457.4700012207031
NTES,2020-09-08 15:55:00,457.6600036621094,457.7900085449219,457.0683898925781,6011.0,457.6499938964844
NTES,2020-09-08 15:54:00,457.04998779296875,458.2200012207031,457.04998779296875,4093.0,457.8511047363281
NTES,2020-09-08 15:53:00,458.05999755859375,458.25,457.54998779296875,1429.0,458.19000244140625
NTES,2020-09-08 15:52:00,457.80999755859375,458.79998779296875,456.8800048828125,12264.0,458.5299987792969
NTES,2020-09-08 15:51:00,458.6099853515625,459.3800048828125,458.6099853515625,3951.0,459.2699890136719
NTES,2020-09-08 15:50:00,459.7349853515625,460.7349853515625,459.42999267578125,2561.0,460.42999267578125
NTES,2020-09-08 15:49:00,460.7349853515625,460.7349853515625,460.0,2639.0,460.2200012207031
NTES,2020-09-08 15:48:00,460.4599914550781,460.4599914550781,459.7699890136719,6057.0,459.7699890136719
NTES,2020-09-08 15:47:00,460.0299987792969,460.04998779296875,460.0299987792969,518.0,460.04998779296875
NTES,2020-09-08 15:46:00,460.5799865722656,460.6499938964844,460.3399963378906,2386.0,460.6499938964844
NTES,2020-09-08 15:45:00,460.9200134277344,461.07000732421875,460.5799865722656,3378.0,460.79998779296875
NTES,2020-09-08 15:44:00,460.6499938964844,461.54998779296875,460.6499938964844,3281.0,461.54998779296875
NTES,2020-09-08 15:43:00,461.6708984375,462.1600036621094,461.57000732421875,3914.0,461.9800109863281
NTES,2020-09-08 15:42:00,461.75,462.0199890136719,461.75,507.0,462.0199890136719
NTES,2020-09-08 15:41:00,461.989990234375,462.20001220703125,461.6400146484375,2683.0,461.6400146484375
NTES,2020-09-08 15:40:00,461.79998779296875,462.04998779296875,461.79998779296875,2143.0,462.0400085449219
NTES,2020-09-08 15:39:00,461.8399963378906,462.04998779296875,461.8399963378906,2402.0,462.0
NTES,2020-09-08 15:38:00,462.44000244140625,462.6700134277344,462.44000244140625,1649.0,462.6700134277344
NTES,2020-09-08 15:37:00,462.70001220703125,463.0050048828125,462.6700134277344,1020.0,463.0050048828125
NTES,2020-09-08 15:36:00,463.29998779296875,463.29998779296875,462.67999267578125,712.0,462.67999267578125
NTES,2020-09-08 15:35:00,462.45001220703125,462.6700134277344,462.4200134277344,1985.0,462.4200134277344
NTES,2020-09-08 15:34:00,462.0,463.0,462.0,2035.0,463.0
NTES,2020-09-08 15:33:00,462.6199951171875,462.6199951171875,462.6199951171875,225.0,462.6199951171875
NTES,2020-09-08 15:32:00,462.92999267578125,462.92999267578125,462.4599914550781,1406.0,462.4599914550781
NTES,2020-09-08 15:31:00,462.5799865722656,463.1499938964844,462.5799865722656,2731.0,463.1499938964844
NTES,2020-09-08 15:30:00,463.3599853515625,463.4100036621094,462.6300048828125,2725.0,463.04998779296875
NTES,2020-09-08 15:29:00,463.1700134277344,463.3599853515625,463.1700134277344,703.0,463.3599853515625
NTES,2020-09-08 15:28:00,463.3599853515625,463.3900146484375,462.82000732421875,976.0,463.2900085449219
NTES,2020-09-08 15:26:00,462.3800048828125,462.7900085449219,462.3800048828125,1111.0,462.5400085449219
NTES,2020-09-08 15:25:00,462.0,463.1300048828125,462.0,2388.0,462.8399963378906
NTES,2020-09-08 15:24:00,462.2699890136719,463.1000061035156,462.2699890136719,1187.0,463.1000061035156
NTES,2020-09-08 15:23:00,462.32000732421875,463.1099853515625,462.32000732421875,1225.0,463.0400085449219
NTES,2020-09-08 15:22:00,462.5,462.760009765625,461.8500061035156,865.0,461.8500061035156
NTES,2020-09-08 15:21:00,462.375,462.3800048828125,460.0799865722656,11044.0,460.2900085449219
