symbol,date,close,open,volume,high,low,dividends
NXPI,2020-09-14 15:59:00,125.76000213623047,125.97000122070312,31015.0,126.0,125.61000061035156,0.0
NXPI,2020-09-14 15:58:00,125.95999908447266,125.97000122070312,16365.0,125.9800033569336,125.87999725341797,0.0
NXPI,2020-09-14 15:57:00,125.94499969482422,126.08000183105469,15144.0,126.0999984741211,125.93000030517578,0.0
NXPI,2020-09-14 15:56:00,126.08999633789062,126.08000183105469,13146.0,126.0999984741211,126.02999877929688,0.0
NXPI,2020-09-14 15:55:00,126.08999633789062,126.0199966430664,12780.0,126.12000274658203,126.0199966430664,0.0
NXPI,2020-09-14 15:54:00,126.0,125.95999908447266,10744.0,126.06500244140625,125.93000030517578,0.0
NXPI,2020-09-14 15:53:00,125.94999694824219,125.93000030517578,8632.0,125.98999786376953,125.91000366210938,0.0
NXPI,2020-09-14 15:52:00,125.91000366210938,125.91000366210938,7841.0,125.91000366210938,125.87000274658203,0.0
NXPI,2020-09-14 15:51:00,125.91000366210938,126.0199966430664,7149.0,126.08309936523438,125.9000015258789,0.0
NXPI,2020-09-14 15:50:00,126.02999877929688,126.0199966430664,11546.0,126.12999725341797,125.97000122070312,0.0
NXPI,2020-09-14 15:49:00,126.01000213623047,125.93499755859375,9313.0,126.01000213623047,125.93499755859375,0.0
NXPI,2020-09-14 15:48:00,125.94999694824219,125.94999694824219,7885.0,126.0,125.93000030517578,0.0
NXPI,2020-09-14 15:47:00,125.94000244140625,125.91999816894531,6833.0,125.95999908447266,125.9000015258789,0.0
NXPI,2020-09-14 15:46:00,125.87999725341797,125.7300033569336,8652.0,125.87999725341797,125.70899963378906,0.0
NXPI,2020-09-14 15:45:00,125.7300033569336,125.69999694824219,4454.0,125.7699966430664,125.69999694824219,0.0
NXPI,2020-09-14 15:44:00,125.69999694824219,125.69999694824219,5989.0,125.76000213623047,125.69000244140625,0.0
NXPI,2020-09-14 15:43:00,125.70500183105469,125.77999877929688,8010.0,125.77999877929688,125.69999694824219,0.0
NXPI,2020-09-14 15:42:00,125.80000305175781,125.80000305175781,5925.0,125.81999969482422,125.7699966430664,0.0
NXPI,2020-09-14 15:41:00,125.80999755859375,125.80000305175781,4804.0,125.81500244140625,125.75,0.0
NXPI,2020-09-14 15:40:00,125.80999755859375,125.62999725341797,2730.0,125.81500244140625,125.62999725341797,0.0
NXPI,2020-09-14 15:39:00,125.58000183105469,125.58999633789062,3940.0,125.5999984741211,125.55999755859375,0.0
