symbol,date,close,volume,low,high,open
PRU.L,2020-09-11 16:29:00,1178.5,4802.0,1178.5,1179.0,1178.5
PRU.L,2020-09-11 16:28:00,1179.0,4401.0,1179.0,1179.5,1179.5
PRU.L,2020-09-11 16:27:00,1180.0,2990.0,1180.0,1181.0,1180.0
PRU.L,2020-09-11 16:26:00,1180.2550048828125,3924.0,1180.0,1181.0,1180.5
PRU.L,2020-09-11 16:25:00,1179.5,33319.0,1179.0,1180.5,1180.5
PRU.L,2020-09-11 16:24:00,1181.0,12121.0,1180.5,1182.0,1181.5
PRU.L,2020-09-11 16:23:00,1181.0,7987.0,1180.0,1181.0,1180.0
PRU.L,2020-09-11 16:22:00,1180.0,1753.0,1180.0,1181.0,1181.0
PRU.L,2020-09-11 16:21:00,1181.0,2856.0,1181.0,1182.0,1182.0
PRU.L,2020-09-11 16:20:00,1182.5,19567.0,1181.0,1183.5,1181.5
PRU.L,2020-09-11 16:19:00,1181.5,8089.0,1181.5,1182.0,1181.5
PRU.L,2020-09-11 16:18:00,1181.5,25234.0,1181.0,1181.5,1181.5
PRU.L,2020-09-11 16:17:00,1182.0,2222.0,1182.0,1182.0,1182.0
PRU.L,2020-09-11 16:16:00,1182.5,11289.0,1182.5,1183.0,1182.5
PRU.L,2020-09-11 16:15:00,1182.5,11408.0,1182.5,1183.505126953125,1183.505126953125
PRU.L,2020-09-11 16:14:00,1184.0,1724.0,1183.0,1184.0,1183.5
PRU.L,2020-09-11 16:13:00,1182.5,3610.0,1182.5,1183.5,1183.5
PRU.L,2020-09-11 16:12:00,1184.0,895.0,1184.0,1184.0,1184.0
PRU.L,2020-09-11 16:11:00,1184.0,2046.0,1183.0,1184.005126953125,1184.005126953125
PRU.L,2020-09-11 16:10:00,1184.0,7305.0,1183.5,1186.0,1185.5
PRU.L,2020-09-11 16:09:00,1186.0,3815.0,1185.0,1186.0,1185.0
PRU.L,2020-09-11 16:08:00,1184.5,3978.0,1183.5,1184.5,1183.5
PRU.L,2020-09-11 16:07:00,1183.5,4672.0,1183.0,1183.5,1183.5
PRU.L,2020-09-11 16:06:00,1183.5,10679.0,1182.5,1183.5,1183.0
PRU.L,2020-09-11 16:05:00,1183.5,9710.0,1182.5,1183.5,1182.5
PRU.L,2020-09-11 16:04:00,1182.0,11184.0,1181.5,1182.5,1182.0
PRU.L,2020-09-11 16:03:00,1182.0,3392.0,1180.5,1182.0,1180.5
PRU.L,2020-09-11 16:02:00,1180.0,7150.0,1179.5,1180.5,1179.5
PRU.L,2020-09-11 16:01:00,1179.0,6835.0,1178.0,1179.0,1178.0
PRU.L,2020-09-11 16:00:00,1177.5,8974.0,1177.0,1177.5,1177.5
PRU.L,2020-09-11 15:59:00,1177.5,8971.0,1177.0,1177.5,1177.0
PRU.L,2020-09-11 15:58:00,1177.5,24206.0,1176.5,1177.5,1176.5
PRU.L,2020-09-11 15:57:00,1176.505126953125,4309.0,1176.0,1176.505126953125,1176.0
PRU.L,2020-09-11 15:56:00,1175.5,26540.0,1174.0,1175.5,1175.0
PRU.L,2020-09-11 15:55:00,1175.5,2400.0,1175.5,1175.5,1175.5
PRU.L,2020-09-11 15:54:00,1174.5,12889.0,1174.0,1174.5,1174.0
PRU.L,2020-09-11 15:49:00,1172.5,984.0,1172.5,1172.5,1172.5
PRU.L,2020-09-11 15:48:00,1172.0,343.0,1171.5,1172.0,1171.5
PRU.L,2020-09-11 15:47:00,1171.5,4294.0,1171.5,1172.0,1172.0
PRU.L,2020-09-11 15:46:00,1171.5,923.0,1171.5,1172.0,1172.0
PRU.L,2020-09-11 15:45:00,1172.5,4643.0,1171.0,1172.5,1171.0
PRU.L,2020-09-11 15:44:00,1171.5,1059.0,1171.5,1171.5,1171.5
PRU.L,2020-09-11 15:42:00,1172.0,6653.0,1170.5,1172.0,1171.5
PRU.L,2020-09-11 15:41:00,1172.0,2792.0,1171.0,1172.0,1171.0
