symbol,date,close,open,high,low,volume
CRDA.L,2020-09-11 15:36:00,6122.0,6122.0,6122.0,6122.0,34.0
CRDA.L,2020-09-11 15:35:00,6122.0,6122.0,6122.0,6122.0,75.0
CRDA.L,2020-09-11 15:34:00,6120.0,6120.0,6120.0,6120.0,30.0
CRDA.L,2020-09-11 15:33:00,6122.0,6118.0,6122.0,6118.0,464.0
CRDA.L,2020-09-11 15:32:00,6120.0,6120.39013671875,6120.39013671875,6116.0,548.0
CRDA.L,2020-09-11 15:31:00,6124.0,6124.0,6124.0,6124.0,25.0
CRDA.L,2020-09-11 15:30:00,6126.0,6126.0,6130.0,6126.0,447.0
CRDA.L,2020-09-11 15:29:00,6126.0,6128.0,6128.0,6126.0,471.0
CRDA.L,2020-09-11 15:28:00,6126.0,6124.0,6126.0,6124.0,179.0
CRDA.L,2020-09-11 15:27:00,6122.0,6122.0,6122.0,6122.0,3.0
CRDA.L,2020-09-11 15:26:00,6122.0,6124.0,6124.0,6122.0,112.0
CRDA.L,2020-09-11 15:25:00,6122.0,6124.0,6124.0,6122.0,80.0
CRDA.L,2020-09-11 15:24:00,6122.0,6122.0,6124.0,6122.0,319.0
CRDA.L,2020-09-11 15:23:00,6122.0,6122.0,6122.0,6122.0,95.0
CRDA.L,2020-09-11 15:20:00,6122.0,6122.0,6122.0,6122.0,73.0
CRDA.L,2020-09-11 15:19:00,6122.0,6122.0,6122.0,6122.0,16.0
CRDA.L,2020-09-11 15:18:00,6122.0,6122.0,6122.0,6120.0,390.0
CRDA.L,2020-09-11 15:17:00,6120.0,6116.0,6120.0,6116.0,451.0
CRDA.L,2020-09-11 15:15:00,6116.0,6106.0,6116.0,6106.0,347.0
CRDA.L,2020-09-11 15:14:00,6108.0,6106.0,6108.0,6106.0,113.0
CRDA.L,2020-09-11 15:13:00,6104.0,6106.0,6108.0,6104.0,179.0
CRDA.L,2020-09-11 15:12:00,6104.0,6098.0,6104.0,6098.0,396.0
CRDA.L,2020-09-11 15:11:00,6098.0,6094.0,6098.0,6094.0,500.0
CRDA.L,2020-09-11 15:10:00,6098.0,6100.0,6100.0,6098.0,200.0
CRDA.L,2020-09-11 15:08:00,6104.0,6106.0,6108.0,6104.0,196.0
CRDA.L,2020-09-11 15:07:00,6106.0,6110.0,6110.0,6106.0,384.0
CRDA.L,2020-09-11 15:06:00,6108.77978515625,6116.0,6116.0,6108.77978515625,668.0
CRDA.L,2020-09-11 15:05:00,6114.0,6116.0,6116.0,6114.0,113.0
CRDA.L,2020-09-11 15:04:00,6120.0,6120.0,6120.0,6120.0,177.0
CRDA.L,2020-09-11 15:03:00,6116.0,6114.0,6116.0,6114.0,67.0
CRDA.L,2020-09-11 15:02:00,6112.0,6114.0,6114.0,6112.0,185.0
CRDA.L,2020-09-11 15:01:00,6112.0,6114.0,6114.0,6110.0,467.0
CRDA.L,2020-09-11 15:00:00,6114.0,6106.0,6114.0,6106.0,228.0
CRDA.L,2020-09-11 14:59:00,6105.080078125,6106.0,6108.77978515625,6105.080078125,190.0
CRDA.L,2020-09-11 14:58:00,6106.0,6106.0,6106.0,6106.0,133.0
CRDA.L,2020-09-11 14:57:00,6108.0,6110.0,6110.0,6108.0,121.0
CRDA.L,2020-09-11 14:56:00,6108.0,6116.0,6116.0,6108.0,91.0
CRDA.L,2020-09-11 14:55:00,6118.0,6120.0,6120.0,6118.0,386.0
CRDA.L,2020-09-11 14:54:00,6122.0,6120.0,6122.0,6120.0,133.0
CRDA.L,2020-09-11 14:53:00,6118.0,6116.0,6118.0,6116.0,163.0
CRDA.L,2020-09-11 14:52:00,6118.0,6118.0,6118.0,6118.0,272.0
CRDA.L,2020-09-11 14:51:00,6120.0,6120.0,6120.0,6120.0,103.0
CRDA.L,2020-09-11 14:50:00,6122.0,6120.0,6122.0,6120.0,238.0
CRDA.L,2020-09-11 14:49:00,6124.0,6118.0,6124.0,6118.0,213.0
CRDA.L,2020-09-11 14:47:00,6118.0,6112.0,6118.0,6112.0,442.0
CRDA.L,2020-09-11 14:45:00,6114.0,6110.0,6114.0,6110.0,228.0
CRDA.L,2020-09-11 14:44:00,6112.0,6112.0,6112.0,6112.0,241.0
CRDA.L,2020-09-11 14:43:00,6116.0,6112.0,6116.0,6112.0,500.0
CRDA.L,2020-09-11 14:42:00,6110.0,6114.0,6114.0,6110.0,320.0
CRDA.L,2020-09-11 14:41:00,6116.0,6116.0,6116.0,6112.0,600.0
CRDA.L,2020-09-11 14:40:00,6112.0,6112.0,6112.0,6108.0,202.0
CRDA.L,2020-09-11 14:39:00,6114.0,6114.0,6116.0,6112.0,326.0
CRDA.L,2020-09-11 14:38:00,6118.0,6114.0,6118.0,6114.0,281.0
CRDA.L,2020-09-11 14:37:00,6112.0,6112.0,6112.0,6112.0,50.0
CRDA.L,2020-09-11 14:36:00,6108.0,6112.0,6112.0,6108.0,343.0
CRDA.L,2020-09-11 14:35:00,6112.0,6114.0,6114.0,6110.0,180.0
CRDA.L,2020-09-11 14:34:00,6118.0,6118.0,6118.0,6118.0,18.0
CRDA.L,2020-09-11 14:33:00,6118.0,6120.0,6120.0,6118.0,358.0
CRDA.L,2020-09-11 14:32:00,6122.0,6120.0,6122.0,6120.0,275.0
CRDA.L,2020-09-11 14:31:00,6120.0,6122.0,6124.0,6120.0,351.0
CRDA.L,2020-09-11 14:30:00,6120.0,6118.0,6122.0,6116.0,437.0
CRDA.L,2020-09-11 14:26:00,6116.0,6116.0,6116.0,6116.0,74.0
CRDA.L,2020-09-11 14:25:00,6114.0,6120.0,6120.0,6114.0,352.0
CRDA.L,2020-09-11 14:23:00,6122.0,6122.0,6122.0,6122.0,223.0
CRDA.L,2020-09-11 14:21:00,6124.0,6124.0,6124.0,6124.0,96.0
CRDA.L,2020-09-11 14:20:00,6126.0,6130.0,6130.0,6126.0,698.0
CRDA.L,2020-09-11 14:18:00,6130.0,6134.0,6134.0,6130.0,188.0
CRDA.L,2020-09-11 14:17:00,6130.0,6128.0,6130.0,6128.0,262.0
CRDA.L,2020-09-11 14:15:00,6126.0,6126.0,6126.0,6126.0,144.0
CRDA.L,2020-09-11 14:14:00,6124.0,6124.0,6124.0,6124.0,15.0
CRDA.L,2020-09-11 14:13:00,6122.0,6124.0,6124.0,6120.0,537.0
CRDA.L,2020-09-11 14:12:00,6124.0,6122.0,6124.0,6122.0,374.0
CRDA.L,2020-09-11 14:04:00,6118.0,6118.0,6118.0,6118.0,13.0
CRDA.L,2020-09-11 14:03:00,6118.0,6120.0,6120.0,6118.0,222.0
CRDA.L,2020-09-11 14:02:00,6118.0,6118.0,6118.0,6118.0,211.0
CRDA.L,2020-09-11 14:01:00,6118.0,6118.0,6118.0,6118.0,82.0
CRDA.L,2020-09-11 14:00:00,6118.0,6120.0,6120.0,6116.0,681.0
CRDA.L,2020-09-11 13:57:00,6120.0,6120.0,6120.0,6120.0,54.0
CRDA.L,2020-09-11 13:56:00,6118.0,6118.0,6118.0,6118.0,50.0
CRDA.L,2020-09-11 13:54:00,6116.0,6116.0,6116.0,6116.0,475.0
CRDA.L,2020-09-11 13:53:00,6120.0,6120.0,6120.0,6120.0,1159.0
CRDA.L,2020-09-11 13:51:00,6116.0,6116.0,6116.0,6116.0,125.0
CRDA.L,2020-09-11 13:50:00,6115.27001953125,6115.27001953125,6115.27001953125,6115.27001953125,81.0
CRDA.L,2020-09-11 13:48:00,6114.0,6114.0,6114.0,6114.0,343.0
CRDA.L,2020-09-11 13:46:00,6116.0,6116.0,6116.0,6116.0,31.0
CRDA.L,2020-09-11 13:45:00,6112.0,6114.0,6114.0,6112.0,435.0
CRDA.L,2020-09-11 13:41:00,6116.0,6118.0,6118.0,6116.0,716.0
CRDA.L,2020-09-11 13:40:00,6116.0,6116.0,6116.0,6116.0,96.0
CRDA.L,2020-09-11 13:39:00,6116.0,6116.0,6116.0,6116.0,223.0
CRDA.L,2020-09-11 13:38:00,6116.0,6106.0,6118.0,6106.0,2163.0
CRDA.L,2020-09-11 13:37:00,6104.0,6104.0,6104.0,6104.0,3422.0
CRDA.L,2020-09-11 13:36:00,6104.0,6102.0,6104.0,6102.0,817.0
CRDA.L,2020-09-11 13:35:00,6102.0,6102.0,6102.0,6102.0,375.0
CRDA.L,2020-09-11 13:34:00,6102.0,6102.0,6102.0,6102.0,77.0
CRDA.L,2020-09-11 13:33:00,6100.0,6102.0,6102.0,6100.0,258.0
CRDA.L,2020-09-11 13:31:00,6102.0,6102.0,6102.0,6100.0,1341.0
CRDA.L,2020-09-11 13:27:00,6100.0,6100.0,6100.0,6100.0,6.0
CRDA.L,2020-09-11 13:26:00,6098.0,6098.0,6098.0,6096.0,284.0
CRDA.L,2020-09-11 13:23:00,6100.0,6100.0,6100.0,6100.0,75.0
CRDA.L,2020-09-11 13:18:00,6100.0,6098.0,6100.0,6098.0,175.0
CRDA.L,2020-09-11 13:15:00,6100.0,6100.0,6100.0,6100.0,127.0
CRDA.L,2020-09-11 13:14:00,6100.0,6102.0,6102.0,6100.0,1935.0
CRDA.L,2020-09-11 13:13:00,6100.0,6100.0,6102.0,6100.0,1112.0
CRDA.L,2020-09-11 13:12:00,6100.0,6102.0,6102.0,6100.0,131.0
CRDA.L,2020-09-11 13:11:00,6098.0,6098.0,6098.0,6098.0,150.0
CRDA.L,2020-09-11 13:09:00,6100.0,6100.0,6100.0,6100.0,31.0
CRDA.L,2020-09-11 13:08:00,6098.0,6098.0,6098.0,6098.0,81.0
CRDA.L,2020-09-11 13:05:00,6096.0,6094.0,6096.0,6094.0,163.0
CRDA.L,2020-09-11 13:03:00,6092.0,6096.0,6096.0,6092.0,160.0
CRDA.L,2020-09-11 13:02:00,6098.0,6094.77001953125,6098.0,6094.77001953125,734.0
CRDA.L,2020-09-11 13:00:00,6094.0,6094.0,6094.0,6094.0,11.0
CRDA.L,2020-09-11 12:59:00,6094.0,6094.0,6094.0,6094.0,71.0
CRDA.L,2020-09-11 12:55:00,6096.0,6096.0,6096.0,6096.0,200.0
CRDA.L,2020-09-11 12:54:00,6094.0,6094.0,6094.0,6094.0,39.0
CRDA.L,2020-09-11 12:53:00,6092.0,6092.0,6092.0,6092.0,55.0
CRDA.L,2020-09-11 12:51:00,6090.0,6094.0,6094.0,6090.0,368.0
CRDA.L,2020-09-11 12:50:00,6096.0,6096.0,6096.0,6096.0,150.0
CRDA.L,2020-09-11 12:49:00,6098.0,6096.0,6098.0,6096.0,227.0
CRDA.L,2020-09-11 12:48:00,6094.0,6094.0,6094.0,6094.0,101.0
CRDA.L,2020-09-11 12:47:00,6098.0,6100.0,6100.0,6096.0,309.0
CRDA.L,2020-09-11 12:43:00,6094.0,6094.0,6094.0,6094.0,50.0
CRDA.L,2020-09-11 12:42:00,6090.0,6086.0,6090.0,6086.0,401.0
CRDA.L,2020-09-11 12:40:00,6082.0,6084.0,6084.0,6082.0,154.0
CRDA.L,2020-09-11 12:38:00,6086.0,6086.0,6086.0,6086.0,39.0
CRDA.L,2020-09-11 12:37:00,6086.0,6086.0,6086.0,6086.0,148.0
CRDA.L,2020-09-11 12:36:00,6084.0,6084.0,6084.0,6084.0,41.0
CRDA.L,2020-09-11 12:35:00,6080.0,6080.0,6080.0,6080.0,265.0
CRDA.L,2020-09-11 12:33:00,6084.0,6082.0,6084.0,6082.0,170.0
CRDA.L,2020-09-11 12:32:00,6084.0,6082.0,6084.0,6082.0,88.0
CRDA.L,2020-09-11 12:30:00,6082.0,6082.0,6082.0,6082.0,69.0
CRDA.L,2020-09-11 12:28:00,6080.0,6080.0,6080.0,6080.0,153.0
CRDA.L,2020-09-11 12:25:00,6078.0,6080.0,6080.0,6078.0,122.0
CRDA.L,2020-09-11 12:23:00,6084.0,6084.0,6084.0,6084.0,200.0
CRDA.L,2020-09-11 12:20:00,6086.0,6086.0,6086.0,6086.0,47.0
CRDA.L,2020-09-11 12:16:00,6086.759765625,6084.97998046875,6088.0,6084.97998046875,509.0
CRDA.L,2020-09-11 12:15:00,6086.0,6088.0,6088.0,6086.0,90.0
CRDA.L,2020-09-11 12:14:00,6086.0,6086.0,6086.0,6086.0,148.0
CRDA.L,2020-09-11 12:13:00,6088.0,6090.0,6090.0,6086.0,604.0
CRDA.L,2020-09-11 12:09:00,6092.0,6094.0,6094.0,6090.0,425.0
CRDA.L,2020-09-11 12:08:00,6094.0,6096.0,6096.0,6094.0,331.0
CRDA.L,2020-09-11 12:06:00,6098.0,6098.0,6098.0,6098.0,119.0
CRDA.L,2020-09-11 12:05:00,6100.0,6100.0,6100.0,6100.0,39.0
CRDA.L,2020-09-11 12:04:00,6098.0,6098.0,6098.0,6098.0,91.0
CRDA.L,2020-09-11 12:03:00,6098.0,6098.0,6098.0,6098.0,50.0
CRDA.L,2020-09-11 12:02:00,6094.0,6102.0,6102.0,6092.0,420.0
CRDA.L,2020-09-11 11:59:00,6094.0,6092.0,6094.0,6092.0,276.0
CRDA.L,2020-09-11 11:58:00,6094.0,6094.0,6094.0,6094.0,337.0
CRDA.L,2020-09-11 11:57:00,6090.0,6090.0,6090.0,6090.0,448.0
CRDA.L,2020-09-11 11:56:00,6092.0,6092.0,6092.0,6092.0,41.0
CRDA.L,2020-09-11 11:53:00,6092.0,6094.0,6094.0,6092.0,190.0
CRDA.L,2020-09-11 11:52:00,6096.0,6098.0,6098.0,6096.0,437.0
CRDA.L,2020-09-11 11:51:00,6101.27978515625,6101.27978515625,6101.27978515625,6101.27978515625,60.0
CRDA.L,2020-09-11 11:50:00,6100.0,6100.0,6100.0,6100.0,219.0
CRDA.L,2020-09-11 11:49:00,6102.0,6104.0,6106.0,6102.0,1347.0
CRDA.L,2020-09-11 11:47:00,6107.27978515625,6104.0,6108.0,6104.0,1233.0
CRDA.L,2020-09-11 11:46:00,6104.0,6102.0,6104.0,6102.0,1699.0
CRDA.L,2020-09-11 11:45:00,6100.0,6100.0,6100.0,6100.0,65.0
CRDA.L,2020-09-11 11:44:00,6100.0,6102.0,6102.0,6100.0,1050.0
CRDA.L,2020-09-11 11:43:00,6100.0,6102.0,6102.0,6100.0,491.0
CRDA.L,2020-09-11 11:42:00,6100.0,6100.0,6100.0,6100.0,138.0
CRDA.L,2020-09-11 11:41:00,6100.0,6102.0,6102.0,6100.0,384.0
CRDA.L,2020-09-11 11:40:00,6102.0,6102.0,6102.0,6100.0,914.0
CRDA.L,2020-09-11 11:39:00,6100.0,6100.0,6100.0,6100.0,534.0
CRDA.L,2020-09-11 11:36:00,6100.0,6100.0,6100.0,6100.0,119.0
CRDA.L,2020-09-11 11:35:00,6102.0,6102.0,6102.0,6102.0,16.0
CRDA.L,2020-09-11 11:34:00,6100.0,6102.0,6102.0,6100.0,345.0
CRDA.L,2020-09-11 11:33:00,6100.0,6100.0,6102.0,6100.0,1107.0
CRDA.L,2020-09-11 11:32:00,6098.0,6096.0,6098.0,6096.0,468.0
CRDA.L,2020-09-11 11:31:00,6100.0,6100.0,6100.0,6100.0,100.0
CRDA.L,2020-09-11 11:30:00,6100.0,6098.0,6100.0,6096.759765625,256.0
CRDA.L,2020-09-11 11:28:00,6096.0,6100.0,6100.0,6096.0,647.0
CRDA.L,2020-09-11 11:27:00,6100.0,6100.0,6100.0,6100.0,120.0
CRDA.L,2020-09-11 11:25:00,6100.0,6100.0,6102.0,6100.0,9155.0
CRDA.L,2020-09-11 11:24:00,6100.0,6098.0,6100.0,6098.0,1255.0
CRDA.L,2020-09-11 11:22:00,6096.0,6096.0,6096.0,6096.0,143.0
CRDA.L,2020-09-11 11:21:00,6098.0,6098.0,6100.0,6098.0,566.0
CRDA.L,2020-09-11 11:20:00,6092.0,6092.0,6092.0,6092.0,14.0
CRDA.L,2020-09-11 11:19:00,6092.0,6092.0,6092.0,6092.0,184.0
CRDA.L,2020-09-11 11:17:00,6090.0,6088.0,6090.0,6088.0,286.0
CRDA.L,2020-09-11 11:15:00,6090.0,6094.0,6094.0,6090.0,747.0
CRDA.L,2020-09-11 11:13:00,6097.27001953125,6097.27001953125,6097.27001953125,6097.27001953125,180.0
CRDA.L,2020-09-11 11:12:00,6096.0,6097.27978515625,6100.0,6096.0,2409.0
CRDA.L,2020-09-11 11:11:00,6096.0,6094.0,6096.0,6094.0,221.0
CRDA.L,2020-09-11 11:08:00,6094.0,6094.0,6094.0,6094.0,81.0
CRDA.L,2020-09-11 11:07:00,6094.0,6094.0,6094.0,6094.0,68.0
CRDA.L,2020-09-11 11:06:00,6094.0,6102.0,6102.0,6094.0,1978.0
CRDA.L,2020-09-11 11:05:00,6100.0,6100.0,6100.0,6100.0,846.0
CRDA.L,2020-09-11 11:04:00,6098.0,6100.0,6100.0,6096.0,301.0
CRDA.L,2020-09-11 11:03:00,6096.0,6096.0,6096.0,6096.0,50.0
CRDA.L,2020-09-11 11:01:00,6096.0,6094.0,6096.0,6094.0,1005.0
CRDA.L,2020-09-11 11:00:00,6092.0,6092.0,6092.0,6092.0,64.0
CRDA.L,2020-09-11 10:59:00,6089.10986328125,6090.0,6090.0,6089.10986328125,75.0
CRDA.L,2020-09-11 10:58:00,6094.0,6094.0,6094.0,6094.0,132.0
CRDA.L,2020-09-11 10:57:00,6096.0,6094.0,6096.0,6094.0,295.0
CRDA.L,2020-09-11 10:56:00,6092.0,6092.0,6092.0,6092.0,31.0
CRDA.L,2020-09-11 10:55:00,6094.0,6094.0,6094.0,6094.0,346.0
CRDA.L,2020-09-11 10:54:00,6096.0,6096.0,6096.0,6096.0,168.0
CRDA.L,2020-09-11 10:53:00,6098.0,6098.0,6098.0,6098.0,32.0
CRDA.L,2020-09-11 10:50:00,6100.0,6098.0,6100.0,6098.0,139.0
CRDA.L,2020-09-11 10:49:00,6096.0,6096.35986328125,6096.35986328125,6096.0,115.0
CRDA.L,2020-09-11 10:48:00,6098.0,6098.0,6098.0,6098.0,85.0
CRDA.L,2020-09-11 10:46:00,6096.0,6098.0,6098.0,6096.0,338.0
CRDA.L,2020-09-11 10:45:00,6100.0,6098.0,6100.0,6098.0,1067.0
CRDA.L,2020-09-11 10:43:00,6094.0,6092.0,6094.0,6092.0,317.0
CRDA.L,2020-09-11 10:42:00,6090.0,6090.0,6090.0,6090.0,165.0
CRDA.L,2020-09-11 10:40:00,6092.0,6094.0,6094.0,6092.0,159.0
CRDA.L,2020-09-11 10:38:00,6094.0,6094.0,6094.0,6094.0,63.0
CRDA.L,2020-09-11 10:37:00,6096.0,6098.0,6098.0,6096.0,187.0
CRDA.L,2020-09-11 10:36:00,6100.0,6098.0,6100.0,6098.0,507.0
CRDA.L,2020-09-11 10:35:00,6098.0,6098.0,6098.0,6098.0,138.0
CRDA.L,2020-09-11 10:33:00,6100.0,6102.0,6102.0,6098.0,2038.0
CRDA.L,2020-09-11 10:32:00,6106.0,6104.0,6106.0,6102.0,906.0
CRDA.L,2020-09-11 10:30:00,6106.0,6106.0,6106.0,6106.0,172.0
CRDA.L,2020-09-11 10:29:00,6104.0,6104.0,6104.0,6104.0,14.0
CRDA.L,2020-09-11 10:26:00,6103.10986328125,6103.10986328125,6103.10986328125,6103.10986328125,60.0
CRDA.L,2020-09-11 10:25:00,6106.0,6110.0,6110.0,6106.0,159.0
CRDA.L,2020-09-11 10:24:00,6108.0,6108.0,6108.0,6108.0,152.0
CRDA.L,2020-09-11 10:23:00,6102.72021484375,6104.0,6106.0,6102.72021484375,264.0
CRDA.L,2020-09-11 10:22:00,6106.0,6104.0,6106.0,6104.0,74.0
CRDA.L,2020-09-11 10:21:00,6106.0,6106.0,6106.0,6106.0,232.0
CRDA.L,2020-09-11 10:17:00,6104.0,6104.0,6104.0,6104.0,47.0
CRDA.L,2020-09-11 10:16:00,6108.0,6106.0,6108.0,6104.0,241.0
CRDA.L,2020-09-11 10:15:00,6108.0,6110.0,6110.0,6108.0,212.0
CRDA.L,2020-09-11 10:14:00,6110.0,6114.0,6116.0,6110.0,1369.0
CRDA.L,2020-09-11 10:13:00,6116.0,6118.0,6118.0,6114.0,1639.0
CRDA.L,2020-09-11 10:12:00,6120.0,6118.0,6120.0,6118.0,317.0
CRDA.L,2020-09-11 10:11:00,6120.0,6120.0,6120.0,6120.0,228.0
CRDA.L,2020-09-11 10:09:00,6122.0,6126.0,6126.0,6120.0,1460.0
CRDA.L,2020-09-11 10:05:00,6128.0,6124.0,6128.0,6124.0,948.0
CRDA.L,2020-09-11 10:04:00,6124.0,6124.0,6124.0,6124.0,246.0
CRDA.L,2020-09-11 10:03:00,6122.0,6122.0,6122.0,6122.0,279.0
CRDA.L,2020-09-11 10:02:00,6118.0,6116.0,6118.0,6116.0,127.0
CRDA.L,2020-09-11 10:01:00,6116.0,6116.0,6116.0,6116.0,90.0
CRDA.L,2020-09-11 09:57:00,6114.72021484375,6116.0,6116.0,6114.72021484375,235.0
CRDA.L,2020-09-11 09:56:00,6114.0,6116.0,6116.0,6114.0,2449.0
CRDA.L,2020-09-11 09:55:00,6116.0,6120.0,6120.0,6116.0,384.0
CRDA.L,2020-09-11 09:54:00,6120.72021484375,6124.0,6124.0,6120.72021484375,727.0
CRDA.L,2020-09-11 09:53:00,6120.0,6120.0,6120.0,6120.0,95.0
CRDA.L,2020-09-11 09:52:00,6116.0,6116.0,6116.0,6114.0,400.0
CRDA.L,2020-09-11 09:49:00,6114.0,6110.0,6114.0,6110.0,278.0
CRDA.L,2020-09-11 09:48:00,6106.72998046875,6110.0,6110.0,6106.72998046875,1106.0
CRDA.L,2020-09-11 09:47:00,6112.0,6114.0,6114.0,6112.0,197.0
CRDA.L,2020-09-11 09:46:00,6118.0,6118.0,6118.0,6118.0,233.0
CRDA.L,2020-09-11 09:45:00,6122.0,6122.0,6122.0,6122.0,76.0
CRDA.L,2020-09-11 09:43:00,6120.0,6120.0,6120.0,6118.0,381.0
CRDA.L,2020-09-11 09:41:00,6124.0,6126.0,6128.0,6122.0,1042.0
CRDA.L,2020-09-11 09:39:00,6126.0,6126.0,6126.0,6126.0,62.0
CRDA.L,2020-09-11 09:38:00,6126.0,6126.0,6128.0,6126.0,336.0
CRDA.L,2020-09-11 09:37:00,6124.0,6124.0,6124.0,6124.0,120.0
CRDA.L,2020-09-11 09:36:00,6124.0,6122.0,6124.0,6122.0,158.0
CRDA.L,2020-09-11 09:34:00,6122.0,6112.0,6122.0,6112.0,140.0
CRDA.L,2020-09-11 09:33:00,6112.0,6110.0,6112.0,6110.0,217.0
CRDA.L,2020-09-11 09:31:00,6112.0,6116.0,6116.0,6112.0,666.0
CRDA.L,2020-09-11 09:30:00,6116.0,6116.0,6116.0,6116.0,82.0
CRDA.L,2020-09-11 09:28:00,6114.0,6118.0,6118.0,6114.0,462.0
CRDA.L,2020-09-11 09:27:00,6114.0,6114.0,6114.0,6114.0,63.0
CRDA.L,2020-09-11 09:26:00,6114.0,6114.0,6114.0,6114.0,37.0
CRDA.L,2020-09-11 09:25:00,6114.0,6114.0,6114.0,6114.0,6.0
CRDA.L,2020-09-11 09:24:00,6117.634765625,6116.0,6117.634765625,6116.0,170.0
CRDA.L,2020-09-11 09:23:00,6114.0,6118.0,6118.0,6114.0,728.0
CRDA.L,2020-09-11 09:22:00,6118.0,6118.0,6118.0,6118.0,168.0
CRDA.L,2020-09-11 09:21:00,6120.0,6120.0,6120.0,6120.0,35.0
CRDA.L,2020-09-11 09:17:00,6120.0,6118.0,6120.0,6118.0,502.0
CRDA.L,2020-09-11 09:16:00,6120.0,6120.0,6122.0,6118.0,622.0
CRDA.L,2020-09-11 09:15:00,6120.0,6120.0,6120.0,6120.0,35.0
