,Ticker Name,Indicator,Score,Successful PseudoTrades,Failed PseudoTrades,Win/Loss Ratio,Amount Earned
0,AAPL,ichimoku200,196.003960104896,81,85,0.9529411764705882,131.40317186347806
1,AAPL,macdRSI,215.671854989489,154,220,0.7,-13.136238054346112
2,AAPL,macd200,162.1214123610262,55,68,0.8088235294117647,10.797690060401258
3,AAPL,parabolic200,1165.2336130475626,937,994,0.9426559356136821,256.3359123752024
4,AAPL,SMA200,173.03720484904412,96,131,0.732824427480916,-5.165120168356826
5,AAPL,trix200,173.0622401024725,58,46,1.2608695652173914,58.38608623965327
6,AAPL,macdTRIX,274.9440434640171,184,224,0.8214285714285714,53.34863900139247
7,AAPL,bbands200,112.22300000000004,12,18,0.6666666666666666,5.7125773905681685
8,AMGN,ichimoku200,126.25075939705091,55,82,0.6707317073170732,6.8409657272789755
9,AMGN,macdRSI,163.58088923605874,142,216,0.6574074074074074,-45.919317901889926
10,AMGN,macd200,130.9442667203244,53,82,0.6463414634146342,-1.2401939591192344
11,AMGN,parabolic200,725.2029359984404,796,1000,0.796,67.46335426346634
12,AMGN,SMA200,160.88840327582804,94,136,0.6911764705882353,-8.839074852530246
13,AMGN,trix200,136.1511120614243,47,65,0.7230769230769231,-2.263158836729981
14,AMGN,macdTRIX,215.62973214991246,172,243,0.7078189300411523,-22.994470290483253
15,AMGN,bbands200,102.045,4,8,0.5,-8.143471191347903
16,AXP,ichimoku200,143.95018306364176,108,160,0.675,-13.349122627052239
17,AXP,macdRSI,229.27931377974045,188,270,0.6962962962962963,-55.86578879910702
18,AXP,macd200,197.47474182760325,73,82,0.8902439024390244,21.93192763290821
19,AXP,parabolic200,1180.5863125318347,1077,1269,0.8486997635933806,194.32772284446858
20,AXP,SMA200,173.99691309510285,129,188,0.6861702127659575,-1.6529700978631927
21,AXP,trix200,109.35330510994268,50,92,0.5434782608695652,-43.77775348250409
22,AXP,macdTRIX,263.8169545888071,226,319,0.7084639498432602,-59.366190958610034
23,AXP,bbands200,121.73800000000004,20,30,0.6666666666666666,-6.200812906671146
24,BA,ichimoku200,356.29444716847877,172,146,1.178082191780822,231.03907743790452
25,BA,macdRSI,269.95792984980744,239,341,0.7008797653958945,-30.155983094991626
26,BA,macd200,174.34778405857102,97,126,0.7698412698412699,-5.014225868349397
27,BA,parabolic200,1723.9469926163129,1382,1485,0.9306397306397306,393.081844084649
28,BA,SMA200,225.40847204960704,159,198,0.803030303030303,3.3368271106048524
29,BA,trix200,166.14649502265547,78,95,0.8210526315789474,30.79427925258465
30,BA,macdTRIX,374.2358682133848,287,374,0.767379679144385,24.902323331780813
31,BA,bbands200,116.978,14,19,0.7368421052631579,0.31762324494670136
32,CAT,ichimoku200,323.50043322321324,164,135,1.2148148148148148,247.15613984089902
33,CAT,macdRSI,318.54854961666075,249,312,0.7980769230769231,72.95342713814794
34,CAT,macd200,201.97060084594776,97,110,0.8818181818181818,24.022975060687152
35,CAT,parabolic200,1443.806136283849,1297,1504,0.8623670212765957,132.205656242934
36,CAT,SMA200,254.94112652310844,164,203,0.8078817733990148,2.3525039431037
37,CAT,trix200,213.53895481305284,91,99,0.9191919191919192,41.43038217973237
38,CAT,macdTRIX,392.1337235473677,292,356,0.8202247191011236,105.1187710917796
39,CAT,bbands200,114.89299999999999,15,21,0.7142857142857143,6.499145443415085
40,CRM,ichimoku200,138.69086903431312,49,64,0.765625,43.57221038383982
