Ticker Name
HSV.L
AAL.L
AHT.L
ANTO.L
BHP.L
CRH.L
RIO.L
SPX.L
AUTO.L
AZN.L
BLND.L
GSK.L
HL.L
III.L
LAND.L
NG.L
NXT.L
PHNX.L
PRU.L
PSN.L
RB.L
REL.L
RMV.L
SDR.L
SGE.L
SMIN.L
SSE.L
TW.L
ULVR.L
VOD.L
EXPN.L
FLTR.L
ITRK.L
LSE.L
OCDO.L
RTO.L
SGRO.L
SMT.L
ABF.L
AV.L
AVST.L
AVV.L
BA.L
BARC.L
BATS.L
BDEV.L
BKG.L
BP.L
BRBY.L
BT-A.L
CCH.L
CPG.L
DCC.L
DGE.L
EVR.L
FRES.L
GLEN.L
GVC.L
HSBA.L
IAG.L
ICP.L
IHG.L
IMB.L
INF.L
ITV.L
JMAT.L
LGEN.L
LLOY.L
MNDI.L
MNG.L
MRO.L
MRW.L
PNN.L
PSON.L
RDSA.L
RR.L
RSA.L
SBRY.L
SKG.L
SLA.L
SMDS.L
SN.L
STAN.L
STJ.L
SVT.L
TSCO.L
UU.L
WPP
WTB.L
ADM.L
BNZL.L
CRDA.L
FERG.L
HIK.L
HLMA.L
KGF.L
POLY.L
