symbol,date,high,open,volume,close,low
SVT.L,2020-09-11 16:29:00,2416.0,2415.0,496.0,2414.0,2414.0
SVT.L,2020-09-11 16:28:00,2416.0,2415.0,568.0,2416.0,2415.0
SVT.L,2020-09-11 16:27:00,2416.0,2416.0,150.0,2416.0,2416.0
SVT.L,2020-09-11 16:26:00,2416.0,2415.0,185.0,2416.0,2415.0
SVT.L,2020-09-11 16:25:00,2414.0,2414.0,271.0,2413.0,2413.0
SVT.L,2020-09-11 16:24:00,2416.0,2415.0,392.0,2416.0,2415.0
SVT.L,2020-09-11 16:23:00,2414.0,2414.0,1619.0,2414.0,2413.0
SVT.L,2020-09-11 16:22:00,2414.0,2413.0,2302.0,2414.0,2413.0
SVT.L,2020-09-11 16:21:00,2415.0,2415.0,925.0,2414.0,2414.0
SVT.L,2020-09-11 16:20:00,2418.0,2417.0,2676.0,2415.0,2415.0
SVT.L,2020-09-11 16:19:00,2418.0,2418.0,162.0,2418.0,2418.0
SVT.L,2020-09-11 16:18:00,2416.0,2415.0,442.0,2416.0,2415.0
SVT.L,2020-09-11 16:17:00,2414.0,2414.0,150.0,2413.0,2413.0
SVT.L,2020-09-11 16:16:00,2413.0,2413.0,57.0,2413.0,2413.0
SVT.L,2020-09-11 16:15:00,2411.0,2411.0,858.0,2411.0,2411.0
SVT.L,2020-09-11 16:14:00,2410.0,2410.0,202.0,2410.0,2410.0
SVT.L,2020-09-11 16:13:00,2411.0,2411.0,499.0,2411.0,2411.0
SVT.L,2020-09-11 16:12:00,2412.0,2412.0,1089.0,2411.0,2411.0
SVT.L,2020-09-11 16:11:00,2412.0,2412.0,250.0,2412.0,2412.0
SVT.L,2020-09-11 16:10:00,2414.0,2414.0,132.0,2414.0,2414.0
SVT.L,2020-09-11 16:09:00,2415.0,2414.0,163.0,2415.0,2414.0
SVT.L,2020-09-11 16:08:00,2413.0,2413.0,138.0,2413.0,2413.0
SVT.L,2020-09-11 16:07:00,2414.0,2414.0,39.0,2414.0,2414.0
SVT.L,2020-09-11 16:06:00,2413.0,2413.0,684.0,2413.0,2413.0
SVT.L,2020-09-11 16:05:00,2413.0,2413.0,362.0,2413.0,2413.0
SVT.L,2020-09-11 16:04:00,2415.0,2415.0,578.0,2414.0,2414.0
SVT.L,2020-09-11 16:02:00,2413.0,2413.0,68.0,2413.0,2413.0
SVT.L,2020-09-11 16:01:00,2413.0,2413.0,243.0,2413.0,2413.0
SVT.L,2020-09-11 16:00:00,2412.0,2412.0,129.0,2412.0,2412.0
SVT.L,2020-09-11 15:59:00,2412.0,2412.0,116.0,2412.0,2412.0
SVT.L,2020-09-11 15:58:00,2413.0,2413.0,108.0,2413.0,2413.0
SVT.L,2020-09-11 15:57:00,2415.0,2413.0,309.0,2415.0,2413.0
SVT.L,2020-09-11 15:56:00,2413.0,2413.0,203.0,2413.0,2413.0
SVT.L,2020-09-11 15:55:00,2414.0,2414.0,19.0,2414.0,2414.0
SVT.L,2020-09-11 15:54:00,2412.7578125,2411.0,123.0,2412.7578125,2411.0
SVT.L,2020-09-11 15:53:00,2411.0,2409.0,424.0,2411.0,2409.0
SVT.L,2020-09-11 15:52:00,2410.0,2410.0,74.0,2410.0,2410.0
SVT.L,2020-09-11 15:50:00,2408.0,2408.0,251.0,2408.0,2408.0
SVT.L,2020-09-11 15:49:00,2407.0,2407.0,36.0,2407.0,2407.0
SVT.L,2020-09-11 15:48:00,2407.0,2407.0,103.0,2407.0,2407.0
SVT.L,2020-09-11 15:47:00,2407.0,2407.0,100.0,2407.0,2407.0
SVT.L,2020-09-11 15:46:00,2408.0,2408.0,76.0,2408.0,2408.0
SVT.L,2020-09-11 15:45:00,2409.0,2409.0,155.0,2409.0,2409.0
SVT.L,2020-09-11 15:43:00,2409.0,2409.0,75.0,2409.0,2409.0
SVT.L,2020-09-11 15:42:00,2409.0,2409.0,11.0,2409.0,2409.0
SVT.L,2020-09-11 15:40:00,2408.0,2407.0,865.0,2408.0,2407.0
SVT.L,2020-09-11 15:39:00,2406.0,2406.0,71.0,2406.0,2406.0
SVT.L,2020-09-11 15:38:00,2406.0,2406.0,106.0,2406.0,2406.0
SVT.L,2020-09-11 15:37:00,2407.0,2405.0,246.0,2407.0,2405.0
SVT.L,2020-09-11 15:36:00,2404.0,2404.0,179.0,2404.0,2404.0
SVT.L,2020-09-11 15:35:00,2404.0,2404.0,130.0,2404.0,2404.0
SVT.L,2020-09-11 15:34:00,2404.199951171875,2404.199951171875,467.0,2404.0,2404.0
SVT.L,2020-09-11 15:32:00,2405.0,2405.0,362.0,2405.0,2405.0
SVT.L,2020-09-11 15:31:00,2404.0,2404.0,130.0,2404.0,2404.0
SVT.L,2020-09-11 15:30:00,2406.0,2405.0,480.0,2405.0,2405.0
SVT.L,2020-09-11 15:29:00,2405.0,2404.0,281.0,2405.0,2404.0
SVT.L,2020-09-11 15:28:00,2406.0,2404.0,492.0,2406.0,2404.0
SVT.L,2020-09-11 15:27:00,2405.0,2405.0,98.0,2405.0,2405.0
SVT.L,2020-09-11 15:25:00,2407.0,2406.0,623.0,2407.0,2406.0
SVT.L,2020-09-11 15:24:00,2405.0,2405.0,385.0,2405.0,2405.0
SVT.L,2020-09-11 15:22:00,2404.0,2404.0,111.0,2404.0,2404.0
SVT.L,2020-09-11 15:21:00,2405.0,2405.0,288.0,2404.0,2404.0
SVT.L,2020-09-11 15:19:00,2406.0,2406.0,69.0,2406.0,2406.0
SVT.L,2020-09-11 15:18:00,2407.0,2407.0,33.0,2407.0,2407.0
SVT.L,2020-09-11 15:17:00,2407.0,2406.0,225.0,2407.0,2406.0
SVT.L,2020-09-11 15:16:00,2407.0,2407.0,84.0,2407.0,2407.0
SVT.L,2020-09-11 15:15:00,2405.0,2405.0,69.0,2405.0,2405.0
SVT.L,2020-09-11 15:14:00,2405.0,2405.0,275.0,2405.0,2405.0
SVT.L,2020-09-11 15:12:00,2406.0,2404.7578125,1071.0,2405.0,2403.199951171875
SVT.L,2020-09-11 15:11:00,2405.0,2405.0,142.0,2404.0,2404.0
SVT.L,2020-09-11 15:10:00,2407.0,2407.0,1.0,2407.0,2407.0
SVT.L,2020-09-11 15:09:00,2408.0,2408.0,840.0,2408.0,2408.0
SVT.L,2020-09-11 15:08:00,2410.0,2410.0,192.0,2410.0,2410.0
SVT.L,2020-09-11 15:07:00,2411.0,2411.0,239.0,2411.0,2411.0
SVT.L,2020-09-11 15:05:00,2413.7626953125,2412.0,182.0,2413.7626953125,2412.0
SVT.L,2020-09-11 15:04:00,2414.0,2414.0,233.0,2413.0,2413.0
SVT.L,2020-09-11 15:03:00,2412.0,2412.0,450.0,2412.0,2412.0
SVT.L,2020-09-11 15:02:00,2413.0,2413.0,159.0,2412.0,2412.0
SVT.L,2020-09-11 15:00:00,2412.0,2412.0,223.0,2412.0,2412.0
SVT.L,2020-09-11 14:59:00,2411.0,2411.0,74.0,2411.0,2411.0
SVT.L,2020-09-11 14:58:00,2411.0,2411.0,176.0,2411.0,2411.0
SVT.L,2020-09-11 14:56:00,2413.0,2413.0,689.0,2412.0,2411.0
SVT.L,2020-09-11 14:54:00,2416.0,2416.0,89.0,2415.0,2415.0
SVT.L,2020-09-11 14:52:00,2417.0,2417.0,241.0,2415.0,2415.0
SVT.L,2020-09-11 14:51:00,2417.0,2417.0,31.0,2417.0,2417.0
SVT.L,2020-09-11 14:50:00,2416.0,2416.0,229.0,2416.0,2416.0
SVT.L,2020-09-11 14:48:00,2416.0,2416.0,155.0,2415.0,2415.0
SVT.L,2020-09-11 14:47:00,2416.199951171875,2416.199951171875,83.0,2416.199951171875,2416.199951171875
SVT.L,2020-09-11 14:45:00,2418.0,2418.0,174.0,2418.0,2418.0
SVT.L,2020-09-11 14:44:00,2418.0,2418.0,35.0,2418.0,2418.0
SVT.L,2020-09-11 14:43:00,2417.0,2416.0,228.0,2417.0,2416.0
SVT.L,2020-09-11 14:42:00,2416.0,2416.0,354.0,2416.0,2416.0
SVT.L,2020-09-11 14:40:00,2417.0,2417.0,875.0,2416.0,2416.0
SVT.L,2020-09-11 14:38:00,2420.0,2417.0,511.0,2418.0,2417.0
SVT.L,2020-09-11 14:37:00,2419.0,2419.0,226.0,2418.0,2418.0
SVT.L,2020-09-11 14:36:00,2420.0,2420.0,169.0,2420.0,2420.0
SVT.L,2020-09-11 14:35:00,2421.0,2420.0,794.0,2421.0,2420.0
SVT.L,2020-09-11 14:34:00,2421.0,2421.0,386.0,2421.0,2421.0
SVT.L,2020-09-11 14:33:00,2421.0,2421.0,73.0,2421.0,2421.0
SVT.L,2020-09-11 14:32:00,2422.0,2422.0,528.0,2422.0,2422.0
SVT.L,2020-09-11 14:31:00,2423.0,2423.0,862.0,2423.0,2423.0
