,symbol,date,low,close,volume,open,high
0,SMIN.L,2020-09-11 16:29:00,1420.5,1421.0,4296.0,1422.0,1422.5
1,SMIN.L,2020-09-11 16:28:00,1422.0,1422.0,952.0,1424.0,1424.0
2,SMIN.L,2020-09-11 16:27:00,1423.0,1423.5792236328125,808.0,1423.0,1423.5792236328125
3,SMIN.L,2020-09-11 16:26:00,1422.5,1423.5,1392.0,1423.5,1423.5
4,SMIN.L,2020-09-11 16:25:00,1423.0,1423.5,2107.0,1425.0,1425.0
5,SMIN.L,2020-09-11 16:24:00,1425.0,1425.5,1190.0,1425.0,1425.5
6,SMIN.L,2020-09-11 16:23:00,1424.0,1424.5,71.0,1424.5,1424.5
7,SMIN.L,2020-09-11 16:22:00,1424.5,1424.5,695.0,1424.5,1424.5
8,SMIN.L,2020-09-11 16:21:00,1423.5,1423.5,357.0,1424.0,1424.0
9,SMIN.L,2020-09-11 16:20:00,1425.5,1425.5,2534.0,1426.0,1426.5
10,SMIN.L,2020-09-11 16:19:00,1424.5,1425.5,828.0,1424.5,1425.5
11,SMIN.L,2020-09-11 16:18:00,1424.0,1424.5,290.0,1424.0,1424.5
12,SMIN.L,2020-09-11 16:17:00,1424.0,1424.0,1475.0,1424.0,1424.5
13,SMIN.L,2020-09-11 16:16:00,1423.5,1423.5,787.0,1423.5,1423.5
14,SMIN.L,2020-09-11 16:15:00,1423.0,1423.0,154.0,1423.0,1423.0
15,SMIN.L,2020-09-11 16:14:00,1423.0,1423.5,1562.0,1423.5,1423.5
16,SMIN.L,2020-09-11 16:13:00,1422.5,1422.5,895.0,1422.5,1423.0
17,SMIN.L,2020-09-11 16:12:00,1422.0,1423.0,759.0,1422.0,1423.0
18,SMIN.L,2020-09-11 16:11:00,1421.5,1421.5,690.0,1422.5,1422.5
19,SMIN.L,2020-09-11 16:10:00,1423.0,1423.0,119.0,1423.0,1423.0
20,SMIN.L,2020-09-11 16:09:00,1423.5,1424.5,2450.0,1424.5,1424.5
21,SMIN.L,2020-09-11 16:08:00,1423.5,1424.0,358.0,1423.5,1424.0
22,SMIN.L,2020-09-11 16:07:00,1423.5,1424.0,730.0,1423.5,1424.0
23,SMIN.L,2020-09-11 16:06:00,1423.0,1423.0,327.0,1423.0,1423.0
24,SMIN.L,2020-09-11 16:05:00,1423.0,1423.5,2229.0,1423.0,1423.5
25,SMIN.L,2020-09-11 16:03:00,1422.0,1422.0,281.0,1422.5,1422.5
26,SMIN.L,2020-09-11 16:02:00,1420.0,1421.5,597.0,1420.0,1421.5
27,SMIN.L,2020-09-11 16:01:00,1419.5,1419.5,1.0,1419.5,1419.5
28,SMIN.L,2020-09-11 16:00:00,1419.0,1420.0,1880.0,1419.5,1420.0
29,SMIN.L,2020-09-11 15:59:00,1420.0,1420.0,788.0,1420.0,1420.0
30,SMIN.L,2020-09-11 15:58:00,1419.5,1419.5,1045.0,1419.5,1421.0
31,SMIN.L,2020-09-11 15:57:00,1420.0,1420.0,88.0,1420.0,1420.0
32,SMIN.L,2020-09-11 15:56:00,1419.5,1420.0,596.0,1420.5,1420.5
33,SMIN.L,2020-09-11 15:54:00,1421.0,1421.5,1217.0,1421.0,1421.5
34,SMIN.L,2020-09-11 15:53:00,1420.0,1420.5,373.0,1420.0,1420.5
