symbol,date,low,close,volume,open,high
SMIN.L,2020-09-11 16:29:00,1420.5,1421.0,4296.0,1422.0,1422.5
SMIN.L,2020-09-11 16:28:00,1422.0,1422.0,952.0,1424.0,1424.0
SMIN.L,2020-09-11 16:27:00,1423.0,1423.5792236328125,808.0,1423.0,1423.5792236328125
SMIN.L,2020-09-11 16:26:00,1422.5,1423.5,1392.0,1423.5,1423.5
SMIN.L,2020-09-11 16:25:00,1423.0,1423.5,2107.0,1425.0,1425.0
SMIN.L,2020-09-11 16:24:00,1425.0,1425.5,1190.0,1425.0,1425.5
SMIN.L,2020-09-11 16:23:00,1424.0,1424.5,71.0,1424.5,1424.5
SMIN.L,2020-09-11 16:22:00,1424.5,1424.5,695.0,1424.5,1424.5
SMIN.L,2020-09-11 16:21:00,1423.5,1423.5,357.0,1424.0,1424.0
SMIN.L,2020-09-11 16:20:00,1425.5,1425.5,2534.0,1426.0,1426.5
SMIN.L,2020-09-11 16:19:00,1424.5,1425.5,828.0,1424.5,1425.5
SMIN.L,2020-09-11 16:18:00,1424.0,1424.5,290.0,1424.0,1424.5
SMIN.L,2020-09-11 16:17:00,1424.0,1424.0,1475.0,1424.0,1424.5
SMIN.L,2020-09-11 16:16:00,1423.5,1423.5,787.0,1423.5,1423.5
SMIN.L,2020-09-11 16:15:00,1423.0,1423.0,154.0,1423.0,1423.0
SMIN.L,2020-09-11 16:14:00,1423.0,1423.5,1562.0,1423.5,1423.5
SMIN.L,2020-09-11 16:13:00,1422.5,1422.5,895.0,1422.5,1423.0
SMIN.L,2020-09-11 16:12:00,1422.0,1423.0,759.0,1422.0,1423.0
SMIN.L,2020-09-11 16:11:00,1421.5,1421.5,690.0,1422.5,1422.5
SMIN.L,2020-09-11 16:10:00,1423.0,1423.0,119.0,1423.0,1423.0
SMIN.L,2020-09-11 16:09:00,1423.5,1424.5,2450.0,1424.5,1424.5
SMIN.L,2020-09-11 16:08:00,1423.5,1424.0,358.0,1423.5,1424.0
SMIN.L,2020-09-11 16:07:00,1423.5,1424.0,730.0,1423.5,1424.0
SMIN.L,2020-09-11 16:06:00,1423.0,1423.0,327.0,1423.0,1423.0
SMIN.L,2020-09-11 16:05:00,1423.0,1423.5,2229.0,1423.0,1423.5
SMIN.L,2020-09-11 16:03:00,1422.0,1422.0,281.0,1422.5,1422.5
SMIN.L,2020-09-11 16:02:00,1420.0,1421.5,597.0,1420.0,1421.5
SMIN.L,2020-09-11 16:01:00,1419.5,1419.5,1.0,1419.5,1419.5
SMIN.L,2020-09-11 16:00:00,1419.0,1420.0,1880.0,1419.5,1420.0
SMIN.L,2020-09-11 15:59:00,1420.0,1420.0,788.0,1420.0,1420.0
SMIN.L,2020-09-11 15:58:00,1419.5,1419.5,1045.0,1419.5,1421.0
SMIN.L,2020-09-11 15:57:00,1420.0,1420.0,88.0,1420.0,1420.0
SMIN.L,2020-09-11 15:56:00,1419.5,1420.0,596.0,1420.5,1420.5
SMIN.L,2020-09-11 15:54:00,1421.0,1421.5,1217.0,1421.0,1421.5
SMIN.L,2020-09-11 15:53:00,1420.0,1420.5,373.0,1420.0,1420.5
SMIN.L,2020-09-11 15:52:00,1419.5,1419.5,235.0,1419.5,1419.5
SMIN.L,2020-09-11 15:51:00,1420.0,1420.0,463.0,1420.5,1420.5
SMIN.L,2020-09-11 15:50:00,1420.5,1421.0,577.0,1420.5,1421.0
SMIN.L,2020-09-11 15:49:00,1420.0,1420.5,793.0,1420.0,1420.5
SMIN.L,2020-09-11 15:48:00,1419.0,1420.0,1185.0,1419.5,1420.0
SMIN.L,2020-09-11 15:47:00,1419.5,1419.5,88.0,1419.5,1419.5
SMIN.L,2020-09-11 15:45:00,1420.0,1420.5,631.0,1420.0,1420.5
SMIN.L,2020-09-11 15:44:00,1419.5,1419.5,103.0,1419.5,1419.5
SMIN.L,2020-09-11 15:43:00,1419.5,1419.5,2.0,1419.5,1419.5
SMIN.L,2020-09-11 15:42:00,1418.5,1419.0,881.0,1420.0,1420.0
SMIN.L,2020-09-11 15:41:00,1418.0,1420.0,789.0,1418.0,1420.0
SMIN.L,2020-09-11 15:40:00,1417.5,1418.0,457.0,1417.5,1418.0
SMIN.L,2020-09-11 15:39:00,1417.0,1417.5,709.0,1417.0,1417.5
SMIN.L,2020-09-11 15:38:00,1416.5,1416.5,222.0,1416.5,1416.5
SMIN.L,2020-09-11 15:37:00,1417.0,1417.0,841.0,1417.18994140625,1417.9100341796875
SMIN.L,2020-09-11 15:36:00,1417.5,1417.5,466.0,1417.5,1417.5
SMIN.L,2020-09-11 15:35:00,1417.0,1417.5,1013.0,1417.0,1417.5
SMIN.L,2020-09-11 15:34:00,1416.0,1417.0,762.0,1417.5,1417.5
SMIN.L,2020-09-11 15:33:00,1418.0,1418.0,255.0,1418.0,1418.5
SMIN.L,2020-09-11 15:32:00,1417.0,1417.5,1238.0,1417.0,1417.5
SMIN.L,2020-09-11 15:31:00,1416.5,1416.5,242.0,1418.0,1418.0
SMIN.L,2020-09-11 15:30:00,1416.5,1418.0,1686.0,1416.5,1419.0
SMIN.L,2020-09-11 15:28:00,1416.0,1417.0,307.0,1416.0,1417.0
SMIN.L,2020-09-11 15:27:00,1415.5,1415.5,707.0,1416.5,1416.5
SMIN.L,2020-09-11 15:26:00,1416.0,1416.0,600.0,1416.5,1416.5
SMIN.L,2020-09-11 15:25:00,1417.0,1417.0,103.0,1417.0,1417.0
SMIN.L,2020-09-11 15:24:00,1416.0,1416.0,475.0,1416.0,1416.0
SMIN.L,2020-09-11 15:23:00,1415.5,1415.5,174.0,1415.5,1415.5
SMIN.L,2020-09-11 15:22:00,1415.0,1415.0,43.0,1415.0,1415.0
SMIN.L,2020-09-11 15:20:00,1414.0,1414.0,238.0,1414.5,1414.5
SMIN.L,2020-09-11 15:19:00,1414.5,1415.5,531.0,1414.5,1415.5
SMIN.L,2020-09-11 15:18:00,1413.5,1414.0,318.0,1414.0,1414.0
SMIN.L,2020-09-11 15:17:00,1414.0,1414.0,341.0,1414.0,1414.0
SMIN.L,2020-09-11 15:16:00,1414.5,1416.0,1394.0,1414.5,1416.0
SMIN.L,2020-09-11 15:15:00,1412.5,1412.5,189.0,1412.5,1412.5
SMIN.L,2020-09-11 15:14:00,1412.5,1412.5,425.0,1412.5,1412.5
SMIN.L,2020-09-11 15:13:00,1412.5,1412.5,572.0,1413.5,1413.5
SMIN.L,2020-09-11 15:12:00,1410.0,1413.5,5146.0,1412.0,1414.0
SMIN.L,2020-09-11 15:11:00,1411.5,1412.5,686.0,1413.0,1413.0
SMIN.L,2020-09-11 15:10:00,1414.5,1414.5,200.0,1414.5,1414.5
SMIN.L,2020-09-11 15:09:00,1415.5,1415.5,817.0,1416.5,1416.5
SMIN.L,2020-09-11 15:08:00,1416.0,1417.0,1127.0,1416.0,1417.0
SMIN.L,2020-09-11 15:07:00,1416.5,1416.5,6.0,1416.5,1416.5
SMIN.L,2020-09-11 15:06:00,1417.0,1417.0,129.0,1417.5,1417.5
SMIN.L,2020-09-11 15:05:00,1417.5,1417.5,1407.0,1418.5,1419.0
SMIN.L,2020-09-11 15:04:00,1417.5,1417.5,759.0,1417.5,1418.5
SMIN.L,2020-09-11 15:03:00,1417.0,1417.0,1187.0,1417.0,1417.0
SMIN.L,2020-09-11 15:02:00,1415.5,1415.5,464.0,1416.0,1416.0
SMIN.L,2020-09-11 15:01:00,1415.5,1415.5,231.0,1415.5,1415.5
SMIN.L,2020-09-11 15:00:00,1414.5,1415.0,500.0,1414.5,1415.5
SMIN.L,2020-09-11 14:58:00,1413.5,1413.5,521.0,1414.0,1414.5
SMIN.L,2020-09-11 14:57:00,1413.0,1413.0,287.0,1413.0,1413.0
SMIN.L,2020-09-11 14:56:00,1414.0,1414.0,1034.0,1416.5,1416.5
SMIN.L,2020-09-11 14:55:00,1417.0,1417.0,123.0,1417.0,1417.0
SMIN.L,2020-09-11 14:54:00,1417.5,1419.0,1648.0,1417.5,1419.0
SMIN.L,2020-09-11 14:52:00,1419.0,1419.0,694.0,1420.0,1420.0
SMIN.L,2020-09-11 14:51:00,1419.5,1420.0,1594.0,1420.5,1420.5
SMIN.L,2020-09-11 14:49:00,1419.5,1421.5,1927.0,1419.5,1421.5
SMIN.L,2020-09-11 14:48:00,1419.0,1419.0,34.0,1419.0,1419.0
SMIN.L,2020-09-11 14:47:00,1418.5,1419.5,907.0,1418.5,1419.5
SMIN.L,2020-09-11 14:46:00,1418.5,1418.5,82.0,1418.5,1418.5
SMIN.L,2020-09-11 14:45:00,1418.5,1418.5,230.0,1418.5,1418.5
SMIN.L,2020-09-11 14:43:00,1418.0,1419.0,933.0,1418.0,1419.0
SMIN.L,2020-09-11 14:42:00,1417.5,1417.5,223.0,1417.5,1417.5
SMIN.L,2020-09-11 14:41:00,1418.0,1418.0,701.0,1418.0,1418.5
SMIN.L,2020-09-11 14:40:00,1415.5,1417.5,1342.0,1417.0,1417.5
SMIN.L,2020-09-11 14:38:00,1417.5,1417.5,622.0,1417.5,1418.5
SMIN.L,2020-09-11 14:37:00,1417.0,1418.0,2069.0,1417.0,1418.0
SMIN.L,2020-09-11 14:36:00,1417.0,1417.0,20.0,1417.0,1417.0
SMIN.L,2020-09-11 14:35:00,1417.0,1417.0,263.0,1418.0,1418.0
SMIN.L,2020-09-11 14:33:00,1419.0,1419.0,170.0,1419.0,1419.0
SMIN.L,2020-09-11 14:32:00,1419.0,1419.0,95.0,1420.5,1420.5
SMIN.L,2020-09-11 14:31:00,1419.5,1419.5,674.0,1420.5,1420.5
SMIN.L,2020-09-11 14:30:00,1418.5,1420.5,1298.0,1418.5,1420.5
SMIN.L,2020-09-11 14:29:00,1418.5,1419.0,530.0,1418.5,1419.0
SMIN.L,2020-09-11 14:27:00,1418.5,1418.5,200.0,1418.5,1418.5
SMIN.L,2020-09-11 14:26:00,1419.0,1419.0,41.0,1419.0,1419.0
SMIN.L,2020-09-11 14:25:00,1420.5,1420.5,100.0,1420.5,1420.5
SMIN.L,2020-09-11 14:24:00,1421.0,1421.0,20.0,1421.0,1421.0
SMIN.L,2020-09-11 14:22:00,1421.1800537109375,1421.1800537109375,125.0,1421.1800537109375,1421.1800537109375
SMIN.L,2020-09-11 14:21:00,1422.5,1422.5,69.0,1423.0,1423.0
SMIN.L,2020-09-11 14:20:00,1422.5,1422.5,419.0,1423.0,1423.0
SMIN.L,2020-09-11 14:19:00,1423.5,1423.5,440.0,1424.0,1424.0
SMIN.L,2020-09-11 14:18:00,1424.0,1424.0,50.0,1424.0,1424.0
SMIN.L,2020-09-11 14:17:00,1423.0,1423.0,109.0,1423.5,1423.5
SMIN.L,2020-09-11 14:14:00,1423.0,1423.0,236.0,1423.0,1423.5
SMIN.L,2020-09-11 14:13:00,1422.5,1422.5,300.0,1422.5,1422.5
SMIN.L,2020-09-11 14:12:00,1422.5,1422.5,322.0,1422.5,1422.5
SMIN.L,2020-09-11 14:11:00,1422.0,1422.0,10.0,1422.0,1422.0
SMIN.L,2020-09-11 14:09:00,1420.6875,1422.0,557.0,1420.6875,1422.0
