,symbol,date,volume,open,high,low,close
0,KLAC,2020-09-14 15:59:00,30942.0,178.08999633789062,178.11990356445312,177.94000244140625,178.0800018310547
1,KLAC,2020-09-14 15:58:00,29856.0,178.1199951171875,178.19000244140625,177.89999389648438,178.07000732421875
2,KLAC,2020-09-14 15:57:00,12302.0,178.27000427246094,178.27000427246094,178.00999450683594,178.10000610351562
3,KLAC,2020-09-14 15:56:00,12054.0,178.2050018310547,178.25,178.1199951171875,178.24000549316406
4,KLAC,2020-09-14 15:55:00,7184.0,178.16000366210938,178.24000549316406,178.09500122070312,178.19000244140625
5,KLAC,2020-09-14 15:54:00,12184.0,178.19500732421875,178.35000610351562,178.1699981689453,178.28500366210938
6,KLAC,2020-09-14 15:53:00,12617.0,178.19000244140625,178.2100067138672,178.02999877929688,178.16000366210938
7,KLAC,2020-09-14 15:52:00,8214.0,178.38499450683594,178.38499450683594,178.1199951171875,178.2100067138672
8,KLAC,2020-09-14 15:51:00,7233.0,178.5,178.5,178.3000030517578,178.38999938964844
9,KLAC,2020-09-14 15:50:00,13530.0,178.36500549316406,178.47000122070312,178.19000244140625,178.47000122070312
10,KLAC,2020-09-14 15:49:00,13539.0,178.27999877929688,178.44500732421875,178.27999877929688,178.42999267578125
11,KLAC,2020-09-14 15:48:00,5668.0,178.27000427246094,178.33999633789062,178.25,178.30499267578125
12,KLAC,2020-09-14 15:47:00,5924.0,178.1909942626953,178.27999877929688,178.16000366210938,178.27999877929688
13,KLAC,2020-09-14 15:46:00,7230.0,178.16000366210938,178.2841033935547,178.10009765625,178.22000122070312
14,KLAC,2020-09-14 15:45:00,0.0,178.10000610351562,178.17999267578125,178.0749969482422,178.1699981689453
15,KLAC,2020-09-14 15:44:00,6789.0,178.19000244140625,178.23500061035156,178.1300048828125,178.1300048828125
16,KLAC,2020-09-14 15:43:00,3685.0,178.10000610351562,178.14500427246094,178.0399932861328,178.13999938964844
17,KLAC,2020-09-14 15:42:00,6860.0,178.02000427246094,178.13999938964844,177.99000549316406,178.11070251464844
18,KLAC,2020-09-14 15:41:00,6996.0,178.0850067138672,178.0850067138672,177.94000244140625,178.05999755859375
19,KLAC,2020-09-14 15:40:00,4726.0,177.9600067138672,178.1199951171875,177.92010498046875,178.11000061035156
20,KLAC,2020-09-14 15:39:00,4347.0,177.94000244140625,177.9600067138672,177.8800048828125,177.92999267578125
21,KLAC,2020-09-14 15:38:00,1606.0,177.6999969482422,177.89999389648438,177.6999969482422,177.89999389648438
22,KLAC,2020-09-14 15:37:00,3434.0,177.60000610351562,177.8000030517578,177.60000610351562,177.7949981689453
23,KLAC,2020-09-14 15:36:00,5084.0,177.50999450683594,177.64999389648438,177.50999450683594,177.52000427246094
24,KLAC,2020-09-14 15:35:00,5432.0,177.5500030517578,177.59170532226562,177.44500732421875,177.5500030517578
25,KLAC,2020-09-14 15:34:00,1479.0,177.4199981689453,177.5800018310547,177.4199981689453,177.50999450683594
26,KLAC,2020-09-14 15:33:00,4702.0,177.50999450683594,177.5800018310547,177.47999572753906,177.47999572753906
27,KLAC,2020-09-14 15:32:00,2079.0,177.64500427246094,177.67999267578125,177.5399932861328,177.5399932861328
28,KLAC,2020-09-14 15:31:00,3449.0,177.69000244140625,177.73500061035156,177.6199951171875,177.6199951171875
29,KLAC,2020-09-14 15:30:00,1815.0,177.67999267578125,177.8000030517578,177.67999267578125,177.7899932861328
30,KLAC,2020-09-14 15:29:00,2943.0,177.69000244140625,177.73500061035156,177.63999938964844,177.66000366210938
